"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
6991,Australian Journal of Primary Health,605,1.246,1.368,0.001450
6991,Australian Journal of Primary Health,605,1.246,1.368,0.001450
6991,International Feminist Journal of Politics,549,1.246,1.500,0.001900
6991,MATHEMATICAL BIOSCIENCES,"4,736",1.246,1.560,0.004810
6995,European Journal of Cultural Studies,504,1.244,1.077,0.001190
6995,Hematology,993,1.244,1.095,0.001430
6995,JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,"1,936",1.244,1.422,0.003620
6995,NETHERLANDS JOURNAL OF MEDICINE,"1,462",1.244,1.548,0.002140
6999,Analyses of Social Issues and Public Policy,370,1.243,1.300,0.001130
6999,Evolutionary Psychology,687,1.243,1.552,0.001740
6999,IEEE TRANSACTIONS ON MAGNETICS,"22,832",1.243,1.417,0.028370
6999,RANDOM STRUCTURES & ALGORITHMS,"1,384",1.243,1.226,0.005870
7003,Decision Analysis,304,1.242,1.180,0.000740
7003,JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,"1,104",1.242,1.663,0.001590
7003,Journal of Leadership & Organizational Studies,909,1.242,Not Available,0.001040
7003,OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,"2,563",1.242,1.075,0.003190
7003,Oxford Journal of Legal Studies,602,1.242,1.044,0.001000
7003,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART K-JOURNAL OF MULTI-BODY DYNAMICS,461,1.242,1.082,0.000660
7003,Vasa-European Journal of Vascular Medicine,780,1.242,1.149,0.001380
7010,COMBUSTION SCIENCE AND TECHNOLOGY,"4,054",1.241,1.321,0.002580
7010,INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT,581,1.241,1.276,0.001170
7010,JOURNAL OF BIOLOGICAL PHYSICS,748,1.241,1.433,0.001100
7010,JOURNAL OF THE AMERICAN PHARMACISTS ASSOCIATION,"1,675",1.241,1.411,0.001830
7010,Language Variation and Change,680,1.241,2.230,0.001380
7010,NUMERICAL ALGORITHMS,"2,153",1.241,1.482,0.006340
7016,ANNALS OF HUMAN BIOLOGY,"1,865",1.240,1.442,0.002590
7016,ANNALS OF HUMAN BIOLOGY,"1,865",1.240,1.442,0.002590
7016,INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,"4,162",1.240,1.817,0.004630
7016,Phytotaxa,"2,965",1.240,1.267,0.008020
7016,SYSTEMATIC BOTANY,"2,673",1.240,1.336,0.003040
7021,BOTANICA MARINA,"2,156",1.239,1.373,0.001350
7021,Big Data,171,1.239,2.292,0.000870
7021,International Journal of Distributed Sensor Networks,"3,055",1.239,1.315,0.007910
7021,PLANT SYSTEMATICS AND EVOLUTION,"4,322",1.239,1.291,0.004310
7021,Russian Geology and Geophysics,"2,142",1.239,1.293,0.003330
7021,SOCIAL POLICY & ADMINISTRATION,"1,002",1.239,1.415,0.001550
7027,JOURNAL OF ELECTROCERAMICS,"2,718",1.238,1.462,0.001820
7027,ORNIS FENNICA,507,1.238,1.060,0.000570
7027,Sexual Health,903,1.238,1.298,0.003000
7027,Sexual Health,903,1.238,1.298,0.003000
7027,Tropical Conservation Science,484,1.238,1.481,0.001620
7032,Journal of Research in Medical Sciences,"1,505",1.237,1.133,0.004320
7032,MODERN LAW REVIEW,865,1.237,1.118,0.001540
7032,Orthopaedic Surgery,399,1.237,Not Available,0.001080
7032,SOCIOLOGICAL QUARTERLY,"1,810",1.237,2.274,0.002290
7036,APPLIED MATHEMATICS AND OPTIMIZATION,"1,155",1.236,1.202,0.002490
7036,Advances in Differential Equations,821,1.236,1.293,0.002780
7036,European Financial Management,"1,107",1.236,1.709,0.001640
7036,MINERALOGY AND PETROLOGY,"1,680",1.236,1.508,0.001840
7036,Nonprofit Management & Leadership,896,1.236,1.634,0.000690
7041,ARCHAEOLOGY IN OCEANIA,456,1.235,1.103,0.000520
7041,HEAT TRANSFER ENGINEERING,"2,532",1.235,1.431,0.002730
7041,JETP LETTERS,"7,583",1.235,1.177,0.008510
7041,JOURNAL OF CHEMICAL SCIENCES,"2,095",1.235,1.328,0.002580
7041,JOURNAL OF COMBINATORIAL OPTIMIZATION,"1,130",1.235,1.125,0.004400
7041,JOURNAL OF CRYPTOLOGY,"1,361",1.235,2.561,0.001260
7041,Journal of the Brazilian Society of Mechanical Sciences and Engineering,885,1.235,1.069,0.001350
7041,STEEL RESEARCH INTERNATIONAL,"1,792",1.235,1.305,0.003740
7049,Functional Materials Letters,596,1.234,0.963,0.001100
7049,SUBSTANCE USE & MISUSE,"3,135",1.234,1.410,0.005940
7049,SUBSTANCE USE & MISUSE,"3,135",1.234,1.410,0.005940
7052,ECONOMIC HISTORY REVIEW,"1,259",1.233,1.403,0.003540
7052,HEAT AND MASS TRANSFER,"3,383",1.233,1.400,0.003380
7052,JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM,"2,548",1.233,1.002,0.003770
7052,TUMORI,"2,064",1.233,1.325,0.002870
7056,ACTA ODONTOLOGICA SCANDINAVICA,"3,182",1.232,1.387,0.003770
7056,Jove-Journal of Visualized Experiments,"7,896",1.232,1.659,0.033190
7056,PARLIAMENTARY AFFAIRS,776,1.232,1.291,0.001870
7056,POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING,"2,299",1.232,1.183,0.002980
7056,Psychiatria Danubina,858,1.232,1.136,0.002280
7056,Psychiatria Danubina,858,1.232,1.136,0.002280
7056,REVISTA DE CHIMIE,"2,225",1.232,0.955,0.001240
7056,TISSUE & CELL,"1,835",1.232,1.314,0.001340
7064,COMPARATIVE EDUCATION REVIEW,798,1.231,1.636,0.001220
7064,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,"6,454",1.231,1.414,0.005090
7064,Medicina Intensiva,547,1.231,1.195,0.000930
7067,Journal of Periodontal and Implant Science,363,1.230,1.453,0.001000
7068,AFRICAN JOURNAL OF MARINE SCIENCE,939,1.229,1.460,0.001500
7069,ANALYTICAL SCIENCES,"4,084",1.228,1.229,0.003580
7070,Du Bois Review-Social Science Research on Race,346,1.227,1.797,0.001870
7070,ECOLOGICAL PSYCHOLOGY,787,1.227,1.385,0.000710
7070,GEOSCIENCE CANADA,345,1.227,1.141,0.000540
7070,Qualitative Sociology,"1,244",1.227,1.597,0.001430
7074,Brazilian Journal of Physical Therapy,971,1.226,1.356,0.001700
7074,CHILDREN AND YOUTH SERVICES REVIEW,"4,633",1.226,1.650,0.007870
7074,Review of Managerial Science,194,1.226,1.604,0.000490
7077,ACTA SOCIOLOGICA,842,1.225,1.476,0.001060
7077,CURRENT PROBLEMS IN CANCER,316,1.225,1.247,0.000440
7077,JOURNAL OF GENERAL PLANT PATHOLOGY,946,1.225,1.192,0.001340
7077,PLANT SOIL AND ENVIRONMENT,"1,468",1.225,1.463,0.002100
7081,Botany,"1,268",1.224,1.368,0.002820
7081,IRISH JOURNAL OF MEDICAL SCIENCE,"1,169",1.224,0.948,0.002370
7081,JOURNAL OF CLINICAL NEUROPHYSIOLOGY,"2,866",1.224,1.691,0.003180
7081,JOURNAL OF INTERNATIONAL ECONOMIC LAW,460,1.224,1.187,0.001060
7081,JOURNAL OF NURSING CARE QUALITY,885,1.224,1.393,0.001250
7081,JOURNAL OF NURSING CARE QUALITY,885,1.224,1.393,0.001250
7081,LICHENOLOGIST,"1,162",1.224,1.339,0.001530
7088,Chinese Physics B,"7,491",1.223,1.018,0.016550
7088,JOURNAL OF LAW MEDICINE & ETHICS,"1,496",1.223,1.315,0.003370
7088,JOURNAL OF LAW MEDICINE & ETHICS,"1,496",1.223,1.315,0.003370
7091,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,"5,198",1.222,1.088,0.002840
7091,APPLIED RHEOLOGY,356,1.222,1.038,0.000380
7091,International Journal of Disaster Risk Science,192,1.222,1.458,0.000520
7091,JOURNAL OF STRAIN ANALYSIS FOR ENGINEERING DESIGN,"1,289",1.222,1.393,0.001590
7091,SPORT PSYCHOLOGIST,"1,330",1.222,1.595,0.000870
7091,SPORT PSYCHOLOGIST,"1,330",1.222,1.595,0.000870
7097,HETEROATOM CHEMISTRY,"1,317",1.221,1.118,0.001170
7097,Theoretical Ecology,514,1.221,1.847,0.002260
7099,ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY,738,1.220,Not Available,0.000900
7099,ELECTRIC POWER COMPONENTS AND SYSTEMS,"1,485",1.220,1.217,0.002170
7099,Journal of Ceramic Science and Technology,148,1.220,0.818,0.000570
7099,Journal of Instrumentation,"5,552",1.220,1.297,0.017440
7103,Families Systems & Health,664,1.219,1.408,0.001060
7103,Families Systems & Health,664,1.219,1.408,0.001060
7103,Mineral Processing and Extractive Metallurgy Review,533,1.219,1.231,0.000680
7103,Universal Access in the Information Society,520,1.219,1.463,0.000510
7103,Universal Access in the Information Society,520,1.219,1.463,0.000510
7103,Wulfenia,119,1.219,1.429,0.000220
7109,Accounting Horizons,"1,491",1.218,1.564,0.001570
7109,BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,"4,202",1.218,1.365,0.005590
7109,Journal of Arthropod-Borne Diseases,151,1.218,1.394,0.000400
7109,MATHEMATICS AND COMPUTERS IN SIMULATION,"3,042",1.218,1.308,0.004560
7113,APPLIED COMPOSITE MATERIALS,983,1.217,1.360,0.001320
7113,COGNITION AND INSTRUCTION,"1,611",1.217,3.147,0.001440
7113,JOURNAL OF ETHNOBIOLOGY,422,1.217,1.286,0.000490
7113,JOURNAL OF ETHNOBIOLOGY,422,1.217,1.286,0.000490
7113,Knowledge and Management of Aquatic Ecosystems,342,1.217,1.131,0.000910
7118,ALCHERINGA,881,1.216,1.147,0.001100
7118,CREATIVITY RESEARCH JOURNAL,"2,136",1.216,2.248,0.001730
7118,HUMAN HEREDITY,"1,014",1.216,1.390,0.002030
7118,JOURNAL OF COUNSELING AND DEVELOPMENT,"1,870",1.216,1.509,0.001250
7118,Journal of Human Rights,279,1.216,0.793,0.000660
7118,Topics in Stroke Rehabilitation,"1,256",1.216,1.717,0.002450
7124,Archives of Disease in Childhood-Education and Practice Edition,323,1.215,1.401,0.000990
7124,Computational Intelligence and Neuroscience,"1,320",1.215,3.596,0.005010
7124,JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS,"2,437",1.215,1.325,0.002840
7124,VETERINARY SURGERY,"3,639",1.215,1.429,0.004090
7128,BRITISH EDUCATIONAL RESEARCH JOURNAL,"1,809",1.214,1.805,0.002250
7128,INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,"1,506",1.214,1.232,0.001520
7128,JOURNAL OF CLINICAL NURSING,"8,447",1.214,1.825,0.011500
7128,JOURNAL OF CLINICAL NURSING,"8,447",1.214,1.825,0.011500
7128,JOURNAL OF COMPARATIVE PATHOLOGY,"2,814",1.214,1.259,0.002990
7128,Journal of Zhejiang University-SCIENCE A,"1,260",1.214,1.118,0.001570
7128,LINGUISTICS AND PHILOSOPHY,"1,198",1.214,1.360,0.000930
7128,RESEARCH ON AGING,"1,320",1.214,1.617,0.001370
7136,Cutaneous and Ocular Toxicology,495,1.213,0.985,0.001140
7136,NETWORKS,"2,067",1.213,1.306,0.002630
7136,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,"1,248",1.213,0.976,0.000870
7139,Asia Pacific Viewpoint,437,1.212,1.402,0.000860
7139,JOURNAL OF LAW ECONOMICS & ORGANIZATION,"1,982",1.212,1.578,0.003410
7139,JOURNAL OF THE AMERICAN ACADEMY OF PSYCHIATRY AND THE LAW,"1,008",1.212,1.341,0.001270
7142,ACTA ZOOLOGICA,"1,024",1.211,1.105,0.001020
7142,Mechanical Sciences,190,1.211,1.705,0.000490
7142,POPULATION RESEARCH AND POLICY REVIEW,821,1.211,1.354,0.002040
7142,RANGELAND JOURNAL,749,1.211,1.262,0.000960
7142,SOCIAL WORK RESEARCH,697,1.211,1.591,0.000810
7147,JOURNAL OF EMERGENCY MEDICINE,"4,891",1.210,1.345,0.010350
7147,Medical Molecular Morphology,441,1.210,1.281,0.000830
7147,PHOTONIC NETWORK COMMUNICATIONS,383,1.210,0.944,0.001100
7150,Advances in Anatomy Embryology and Cell Biology,445,1.209,2.163,0.000500
7150,BIOLOGY & PHILOSOPHY,859,1.209,1.133,0.001260
7150,BIOLOGY & PHILOSOPHY,859,1.209,1.133,0.001260
7150,PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,"2,811",1.209,1.987,0.002840
7154,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,"1,765",1.208,1.158,0.001840
7154,Journal of the American Academy of Audiology,"1,893",1.208,1.675,0.002830
7154,Sexual & Reproductive Healthcare,312,1.208,1.680,0.001070
7157,ACTA NEUROBIOLOGIAE EXPERIMENTALIS,"1,173",1.207,1.967,0.001520
7157,GENETICA,"2,868",1.207,1.470,0.002190
7157,SOIL & SEDIMENT CONTAMINATION,804,1.207,1.169,0.001030
7160,British Food Journal,"2,619",1.206,1.437,0.002060
7160,Higher Education Research & Development,"1,688",1.206,1.730,0.002040
7160,JOURNAL OF EARLY INTERVENTION,576,1.206,2.083,0.000820
7160,TIME & SOCIETY,479,1.206,1.640,0.000570
7164,ACTA HAEMATOLOGICA,"1,640",1.205,1.002,0.001750
7164,APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION,"1,842",1.205,1.312,0.002620
7164,INTERNATIONAL JOURNAL OF TOXICOLOGY,"1,335",1.205,1.234,0.001440
7164,Journal of Lower Genital Tract Disease,973,1.205,1.597,0.003020
7168,Journal of Building Physics,375,1.204,1.318,0.000500
7168,Journal of Comparative Effectiveness Research,252,1.204,1.191,0.001300
7170,Asian Journal of Surgery,525,1.203,1.203,0.000730
7170,FAMILY MEDICINE,"2,458",1.203,1.363,0.002520
7170,FLOW MEASUREMENT AND INSTRUMENTATION,"1,589",1.203,1.378,0.002130
7170,INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY,"1,625",1.203,1.439,0.002050
7170,Neotropical Ichthyology,"1,271",1.203,1.367,0.002460
7175,JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS,"1,975",1.202,1.161,0.002080
7176,ARCHIVES OF PSYCHIATRIC NURSING,"1,028",1.201,1.498,0.001570
7176,ARCHIVES OF PSYCHIATRIC NURSING,"1,028",1.201,1.498,0.001570
7176,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,"3,759",1.201,1.306,0.002740
7179,Archives of Iranian Medicine,"1,513",1.200,1.312,0.002680
7179,Diving and Hyperbaric Medicine,243,1.200,0.955,0.000420
7179,Health Care for Women International,"1,323",1.200,1.247,0.001810
7179,JOURNAL OF MANAGEMENT INQUIRY,"1,041",1.200,1.684,0.001900
7179,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,"1,387",1.200,1.210,0.002410
7179,JOURNAL OF SOCIOLINGUISTICS,894,1.200,1.884,0.001560
7179,Journal of Biological Research-Thessaloniki,198,1.200,0.669,0.000330
7179,Natureza & Conservacao,294,1.200,1.500,0.000920
7179,Networks and Heterogeneous Media,467,1.200,1.250,0.002630
7179,POLITICAL STUDIES,"2,175",1.200,1.900,0.004660
7179,REVIEWS IN INORGANIC CHEMISTRY,152,1.200,2.238,0.000330
7179,WRITTEN COMMUNICATION,669,1.200,1.936,0.000850
7179,ZOOLOGISCHER ANZEIGER,"1,748",1.200,1.436,0.001490
7192,Palliative & Supportive Care,"1,084",1.199,1.481,0.002330
7193,AUSTRALIAN JOURNAL OF EARTH SCIENCES,"2,195",1.198,1.500,0.002200
7193,INTERNATIONAL JOURNAL OF MODERN PHYSICS E-NUCLEAR PHYSICS,"1,572",1.198,0.958,0.003670
7193,JOURNAL OF TERRAMECHANICS,861,1.198,1.616,0.000950
7193,JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,"4,783",1.198,1.324,0.005240
7193,Journal of Advanced Ceramics,281,1.198,1.675,0.000800
7198,Economic Systems,511,1.197,1.270,0.000920
7198,JOURNAL OF EDUCATIONAL RESEARCH,"2,213",1.197,1.850,0.001440
7198,WATER SCIENCE AND TECHNOLOGY,"18,652",1.197,1.297,0.012870
7201,Advances in Quantum Chemistry,752,1.196,1.230,0.000580
7201,First Language,698,1.196,1.641,0.000830
7201,JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,"11,221",1.196,1.009,0.005360
7201,MECHANICS OF ADVANCED MATERIALS AND STRUCTURES,"1,016",1.196,1.179,0.001700
7201,OXIDATION OF METALS,"2,306",1.196,1.359,0.001900
7201,PRIMATES,"1,838",1.196,1.280,0.001280
7207,Journal of Managerial Psychology,"2,343",1.195,1.844,0.001630
7207,Journal of the American Association for Laboratory Animal Science,"1,132",1.195,1.545,0.002570
7207,MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,"2,664",1.195,1.025,0.003870
7207,Revista Portuguesa de Cardiologia,756,1.195,0.792,0.001300
7207,STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,853,1.195,1.166,0.001540
7212,AMEGHINIANA,"1,248",1.194,1.452,0.001190
7212,Child Indicators Research,426,1.194,1.369,0.001030
7212,HERPETOZOA,174,1.194,0.914,0.000230
7212,IET Intelligent Transport Systems,642,1.194,1.389,0.001500
7212,JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY,781,1.194,1.133,0.001240
7212,OXFORD REVIEW OF ECONOMIC POLICY,"1,573",1.194,1.812,0.001840
7212,URBAN EDUCATION,963,1.194,1.727,0.001650
7219,Arquivos Brasileiros de Endocrinologia e Metabologia,"1,446",1.193,1.198,0.001920
7219,LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS,"1,305",1.193,1.882,0.001530
7219,LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS,"1,305",1.193,1.882,0.001530
7222,Cliometrica,111,1.192,0.868,0.000520
7222,JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES,"1,310",1.192,1.196,0.002160
7222,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,"9,412",1.192,1.353,0.023590
7225,Advances in Botanical Research,"1,139",1.191,1.505,0.001360
7225,COMMUNICATIONS IN CONTEMPORARY MATHEMATICS,744,1.191,1.134,0.004030
7225,GEORGE WASHINGTON LAW REVIEW,934,1.191,1.304,0.001710
7225,Journal of Disability Policy Studies,384,1.191,1.495,0.000710
7225,Science of Nature,116,1.191,1.191,0.000340
7230,Anatolian Journal of Cardiology,985,1.190,1.069,0.001690
7230,JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,"3,182",1.190,1.940,0.002510
7230,JOURNAL OF VECTOR BORNE DISEASES,671,1.190,1.073,0.001140
7230,PSYCHOLOGY IN THE SCHOOLS,"2,306",1.190,1.588,0.002460
7234,JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,373,1.189,1.075,0.000190
7234,Journal of Medical Imaging and Radiation Oncology,945,1.189,1.360,0.002730
7234,RARE METALS,"1,202",1.189,0.885,0.001810
7234,Standards in Genomic Sciences,967,1.189,1.408,0.002800
7238,EPISODES,"1,729",1.188,2.626,0.002070
7238,GRAPHICAL MODELS,858,1.188,1.358,0.001660
7238,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,"2,496",1.188,1.943,0.002250
7238,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,"2,496",1.188,1.943,0.002250
7238,JOURNAL OF BIOSOCIAL SCIENCE,"1,222",1.188,1.272,0.001420
7238,Journal of Neuroscience Psychology and Economics,177,1.188,Not Available,0.000720
7238,MICROGRAVITY SCIENCE AND TECHNOLOGY,636,1.188,1.120,0.000840
7238,Sexual and Relationship Therapy,521,1.188,1.101,0.000710
7246,GEOMETRY & TOPOLOGY,"1,247",1.187,1.326,0.009450
7246,IET Microwaves Antennas & Propagation,"2,114",1.187,1.297,0.007130
7246,JOURNAL OF HEALTH POPULATION AND NUTRITION,"1,443",1.187,1.665,0.002360
7249,Arquivos Brasileiros de Cardiologia,"2,356",1.186,1.234,0.003100
7249,Energy Efficiency,678,1.186,1.592,0.001390
7249,Energy Efficiency,678,1.186,1.592,0.001390
7249,JOURNAL OF FAMILY THERAPY,611,1.186,1.285,0.000640
7253,HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW,364,1.185,1.708,0.000850
7253,Journal of Toxicologic Pathology,323,1.185,1.067,0.000730
7253,LIBRARY & INFORMATION SCIENCE RESEARCH,962,1.185,1.695,0.001160
7253,PROSTHETICS AND ORTHOTICS INTERNATIONAL,"1,246",1.185,1.263,0.001340
7253,Revista de Educacion,"1,320",1.185,1.327,0.001110
7253,Seminars in Ophthalmology,959,1.185,1.291,0.001970
7259,ECS Solid State Letters,456,1.184,1.265,0.001630
7259,Oil & Gas Science and Technology-Revue d IFP Energies nouvelles,"1,555",1.184,1.361,0.001900
7261,ACI MATERIALS JOURNAL,"4,386",1.183,1.780,0.002620
7261,Developmental Neurorehabilitation,653,1.183,1.414,0.001410
7261,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,"2,433",1.183,1.826,0.003390
7261,NEFROLOGIA,961,1.183,1.351,0.001650
7265,Advances in Calculus of Variations,145,1.182,0.974,0.001530
7265,Cognitive Systems Research,492,1.182,1.240,0.000730
7265,Cognitive Systems Research,492,1.182,1.240,0.000730
7265,ECONOMIC THEORY,"1,908",1.182,1.245,0.006880
7265,ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,573,1.182,1.216,0.000500
7265,Korean Journal of Orthodontics,287,1.182,1.005,0.000820
7271,Actas Urologicas Espanolas,779,1.181,0.950,0.001090
7271,COUNSELING PSYCHOLOGIST,"2,105",1.181,1.787,0.001990
7271,INDOOR AND BUILT ENVIRONMENT,"1,069",1.181,1.318,0.001640
7271,PEDIATRIC SURGERY INTERNATIONAL,"3,536",1.181,1.236,0.005220
7271,SYSTEMATIC PARASITOLOGY,"1,392",1.181,1.087,0.001410
7276,CyTA-Journal of Food,374,1.180,1.056,0.001000
7276,EXPERT SYSTEMS,469,1.180,1.188,0.000770
7276,Journal of Superconductivity and Novel Magnetism,"2,746",1.180,0.902,0.005910
7279,Advances in Clinical and Experimental Medicine,677,1.179,1.039,0.001780
7279,DISTRIBUTED AND PARALLEL DATABASES,349,1.179,1.314,0.000450
7279,HIGH PERFORMANCE POLYMERS,"1,142",1.179,1.232,0.001380
7279,International Journal of Mental Health and Addiction,766,1.179,1.399,0.001570
7279,International Journal of Mental Health and Addiction,766,1.179,1.399,0.001570
7279,International Journal of Speech-Language Pathology,675,1.179,1.413,0.001950
7279,International Journal of Speech-Language Pathology,675,1.179,1.413,0.001950
7286,Journal of Housing and the Built Environment,547,1.178,1.194,0.001170
7286,TURKISH JOURNAL OF EARTH SCIENCES,729,1.178,1.581,0.001430
7288,European Journal of Ageing,682,1.177,1.834,0.001640
7288,International Journal of Ophthalmology,"1,054",1.177,1.124,0.003340
7288,Marine Ecology-An Evolutionary Perspective,"1,637",1.177,1.319,0.001880
7288,Marine and Coastal Fisheries,446,1.177,1.858,0.001540
7292,COMPUTERS & GRAPHICS-UK,"1,851",1.176,1.355,0.003920
7292,Spatial Statistics,214,1.176,1.732,0.001390
7292,Systems Biology in Reproductive Medicine,466,1.176,1.422,0.001250
7292,VETERINARY QUARTERLY,855,1.176,1.152,0.000770
7296,BULLETIN OF GEOSCIENCES,553,1.175,1.398,0.001210
7296,GEBURTSHILFE UND FRAUENHEILKUNDE,610,1.175,0.752,0.001060
7298,CHINESE JOURNAL OF CHEMICAL ENGINEERING,"2,494",1.174,1.328,0.003610
7298,INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE,589,1.174,1.388,0.001150
7298,IOWA LAW REVIEW,"1,001",1.174,1.259,0.002230
7298,Journal of Hydrodynamics,"1,403",1.174,1.204,0.002070
7302,CUTIS,"1,807",1.173,0.955,0.001430
7302,INFORMS JOURNAL ON COMPUTING,"1,601",1.173,1.692,0.003400
7304,SERVICE INDUSTRIES JOURNAL,"2,110",1.172,1.461,0.001960
7305,AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,"1,680",1.171,2.047,0.002520
7305,AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,"1,680",1.171,2.047,0.002520
7305,AUSTRALASIAN PHYSICAL & ENGINEERING SCIENCES IN MEDICINE,514,1.171,1.038,0.000940
7305,Clinics,"2,888",1.171,1.576,0.006780
7305,IEEE TRANSACTIONS ON NUCLEAR SCIENCE,"10,869",1.171,1.277,0.013090
7305,INTERNATIONAL JOURNAL OF MODERN PHYSICS C,"1,846",1.171,1.101,0.002170
7305,JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,997,1.171,1.363,0.001710
7305,JOURNAL OF VISUAL LANGUAGES AND COMPUTING,676,1.171,1.094,0.000750
7313,AGROFORESTRY SYSTEMS,"2,637",1.170,1.443,0.002190
7313,Building Simulation,396,1.170,1.352,0.000880
7313,Fundamental and Applied Limnology,741,1.170,1.167,0.001130
7313,GENERAL PHYSIOLOGY AND BIOPHYSICS,883,1.170,1.152,0.000910
7313,Journal of Pipeline Systems Engineering and Practice,170,1.170,1.306,0.000590
7313,Letters in Drug Design & Discovery,832,1.170,0.840,0.001190
7313,Nursing & Health Sciences,"1,203",1.170,1.632,0.001930
7313,Nursing & Health Sciences,"1,203",1.170,1.632,0.001930
7321,IEEE INDUSTRY APPLICATIONS MAGAZINE,772,1.169,1.040,0.001020
7321,INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,"1,858",1.169,1.384,0.002530
7321,Palaeoworld,428,1.169,Not Available,0.000680
7321,Tissue Engineering and Regenerative Medicine,383,1.169,0.902,0.000750
7325,EPILEPTIC DISORDERS,"1,050",1.168,1.228,0.001940
7325,INDUSTRIAL HEALTH,"1,650",1.168,1.360,0.001850
7327,CHINESE JOURNAL OF PHYSIOLOGY,559,1.167,1.164,0.000680
7327,EUROPEAN JOURNAL OF ENTOMOLOGY,"1,698",1.167,1.089,0.002050
7327,Engineering Applications of Computational Fluid Mechanics,441,1.167,1.333,0.001210
7327,Health Policy and Technology,153,1.167,1.205,0.000440
7327,Journal of Global Information Technology Management,228,1.167,1.250,0.000160
7327,Nature + Culture,233,1.167,1.779,0.000720
7327,Progress in Tumor Research,21,1.167,1.167,0.000070
7327,Spatial Cognition and Computation,306,1.167,1.215,0.000410
7327,Translational Cancer Research,375,1.167,1.677,0.001220
7336,ARCTIC,"1,744",1.165,1.262,0.001320
7336,FIRE SAFETY JOURNAL,"2,602",1.165,1.718,0.003150
7336,IET Optoelectronics,290,1.165,0.995,0.000640
7336,JOURNAL OF WOOD SCIENCE,"1,691",1.165,1.132,0.001310
7336,MODERN PHYSICS LETTERS A,"3,885",1.165,0.992,0.006330
7341,Applied Neuropsychology-Child,137,1.164,1.221,0.000550
7341,International Journal of Antennas and Propagation,"1,473",1.164,1.126,0.005250
7341,Journal of Veterinary Science,"1,119",1.164,1.423,0.001850
7341,World Journal of Pediatrics,607,1.164,1.202,0.001530
7345,E & M Ekonomie a Management,353,1.163,1.004,0.000230
7345,MICROELECTRONICS JOURNAL,"2,660",1.163,1.213,0.002740
7345,SOCIO-ECONOMIC PLANNING SCIENCES,"1,004",1.163,Not Available,0.001340
7345,SOCIO-ECONOMIC PLANNING SCIENCES,"1,004",1.163,Not Available,0.001340
