"X","journal","year","title","fname_first","lname_first","fname_last","lname_last","affiliation","article_type","middle_authors","abstract","fname_first_trunc","fname_last_trunc","gender_first","p_first","n_first","gender_last","p_last","n_last"
15762,"Brain : a journal of neurology",2015,"Normalizing effect of heroin maintenance treatment on stress-induced brain connectivity.","André","Schmidt","Stefan","Borgwardt","1 Department of Psychiatry (UPK), University of Basel, Wilhelm Klein-Strasse 27, 4012 Basel, Switzerland 2 Medical Image Analysis Center, University Hospital Basel, Schanzenstrasse 55, 4031 Basel, Switzerland 3 Department of Clinical Research (DFK), University of Basel, Basel, Switzerland andre.schmidt@unibas.ch.","Journal Article","['Marc', 'Hana', 'Erich', 'Rudolf', 'Gerhard A', 'Anita', 'Undine E']","True","André","Stefan","male",0.99,350,"male",1,917
17793,"Brain : a journal of neurology",2015,"Increased frequency of hippocampal sclerosis ILAE type 2 in patients with mesial temporal lobe epilepsy with normal episodic memory.","Guilherme Riccioppo","Rodrigues","Joao Pereira","Leite","Department of Neuroscience and Behavioural Sciences, Ribeirão Preto Medical School, University of São Paulo, Brazil ggrr@usp.br.","Comment","['Ludmyla', 'Jose Eduardo', 'Mariana Raquel', 'Ana Carolina', 'Camila de Vasconcelos Leite', 'Tonicarlo Rodrigues']","False","Guilherme","Pereira","male",1,190,"male",0.92,13
17794,"Brain : a journal of neurology",2015,"Increased PK11195-PET binding in normal-appearing white matter in clinically isolated syndrome.","Paolo","Giannetti","Paola","Piccini","1 Centre for Neuroinflammation and Neurodegeneration, Faculty of Medicine, Imperial College London, Hammersmith Campus, Du Cane Road, London, W12 0NN, UK p.giannetti@imperial.ac.uk.","Journal Article","['Marios', 'Paul', 'Federico E', 'Omar', 'Shiva', 'Kit', 'Adam', 'Richard', 'Richard']","True","Paolo","Paola","male",0.99,781,"female",0.98,1453
17795,"Brain : a journal of neurology",2015,"Parkinsonism in GTP cyclohydrolase 1-deficient DOPA-responsive dystonia.","Yoshiaki","Furukawa","Stephen J","Kish","1 Department of Neurology, Juntendo Tokyo Koto Geriatric Medical Center, Tokyo, Japan 2 Department of Neurology, Faculty of Medicine, University and Postgraduate University of Juntendo, Tokyo, Japan furukawa@juntendo.gmc.ac.jp.","Comment","[]","False","Yoshiaki","Stephen","male",1,5,"male",1,2608
1907,"Brain : a journal of neurology",2014,"Brain differences between persistent and remitted attention deficit hyperactivity disorder.","Aaron T","Mattfeld","Susan","Whitfield-Gabrieli","1 McGovern Institute for Brain Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA2 Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, MA 02139, USA amattfel@mit.edu.","Journal Article","['John D E', 'Joseph', 'Thomas', 'Ariel', 'Amelia', 'Elana']","True","Aaron","Susan","male",1,2280,"female",1,3203
5399,"Brain : a journal of neurology",2014,"Reply: Retinopathy, histidine-rich protein-2 and perfusion pressure in cerebral malaria.","Ian J C","MacCormick","Simon P","Harding","1 Malawi-Liverpool-Wellcome Trust Clinical Research Programme, Blantyre, Malawi2 Department of Eye and Vision Science, University of Liverpool, UK ian.maccormick@gmail.com.","Comment","['Nicholas A V', 'Terrie E', 'Valentina', 'Valerie A', 'Paul', 'Malcolm E', 'Baljean']","False","Ian","Simon","male",0.99,2159,"male",0.99,2443
5400,"Brain : a journal of neurology",2014,"Retinopathy, histidine-rich protein-2 and perfusion pressure in cerebral malaria.","Symon M","Kariuki","Charles R J C","Newton","1 KEMRI-Wellcome Trust Research Programme, Kilifi, Kenya skariuki@kemri-wellcome.org.","Comment","[]","False","Symon","Charles","male",1,12,"male",1,1798
5401,"Brain : a journal of neurology",2014,"Connexin-43 induces chemokine release from spinal cord astrocytes to maintain late-phase neuropathic pain in mice.","Gang","Chen","Ru-Rong","Ji","1 Departments of Anaesthesiology and Neurobiology, Duke University Medical Centre, Durham, NC, 27710, USA.","Journal Article","['Chul-Kyu', 'Rou-Gang', 'Temugin', 'Maiken']","True","Gang","Ru-Rong","male",1,5,NA,NA,NA
5402,"Brain : a journal of neurology",2014,"Visual short-term memory deficits associated with GBA mutation and Parkinson's disease.","Nahid","Zokaei","Masud","Husain","1 Nuffield Department of Clinical Neurosciences, University of Oxford, Oxford, OX3 9DU, UK2 Department of Experimental Psychology, University of Oxford, Oxford, OX1 3UD, UK nahid.zokaei@psy.ox.ac.uk.","Comparative Study","['Alisdair', 'Christos', 'Michelle', 'Paul', 'Prasad', 'Derralynn', 'Atul', 'Michele T M', 'Anthony H V']","True","Nahid","Masud","female",0.59,29,"male",1,12
5403,"Brain : a journal of neurology",2014,"Music, reward and frontotemporal dementia.","Phillip D","Fletcher","Jason D","Warren","Dementia Research Centre, UCL Institute of Neurology, University College London, London, UK.","Comment","['Camilla N']","False","Phillip","Jason","male",1,463,"male",1,4927
5404,"Brain : a journal of neurology",2014,"Large scale screening of neural signatures of consciousness in patients in a vegetative or minimally conscious state.","Jacobo Diego","Sitt","Lionel","Naccache","1 Cognitive Neuroimaging Unit, Institut National de la Santé et de la Recherche Médicale, U992, F-91191 Gif/Yvette, France2 NeuroSpin Centre, Institute of BioImaging Commissariat à l'Energie Atomique, F-91191 Gif/Yvette, France3 Inserm U 1127, CNRS UMR 7225, Sorbonne Universités, UPMC Univ Paris 06 UMR S 1127, Institut du Cerveau et de la Moelle épinière, ICM, F-75013, Paris, France jdsitt@gmail.com jeanremi.king@gmail.com.","Comparative Study","['Jean-Remi', 'Imen', 'Benjamin', 'Frederic', 'Alexandre', 'Laurent', 'Mariano', 'Stanislas']","True","Jacobo","Lionel","male",1,45,"male",0.99,223
5406,"Brain : a journal of neurology",2014,"On the nature of seizure dynamics.","Viktor K","Jirsa","Christophe","Bernard","1 Aix Marseille Université, Institut de Neurosciences des Systèmes, Marseille, France2 Inserm, UMR_S 1106, 27 Bd Jean Moulin, 13385 Marseille Cedex 5, France viktor.jirsa@univ-amu.fr christophe.bernard@univ-amu.fr.","Journal Article","['William C', 'Pascale P', 'Anton I']","True","Viktor","Christophe","male",1,215,"male",0.99,629
5407,"Brain : a journal of neurology",2014,"High frequency oscillations are associated with cognitive processing in human recognition memory.","Michal T","Kucewicz","Gregory A","Worrell","1 Department of Neurology, Mayo Clinic, 200 First St SW, Rochester MN, 55905, USA.","Journal Article","['Jan', 'Joseph Y', 'Benjamin H', 'Mark R', 'Vincent', 'Vlastimil', 'Fred', 'W R', 'S M']","True","Michal","Gregory","male",0.75,360,"male",1,721
18753,"Brain : a journal of neurology",2014,"Cav1.3 channels control D2-autoreceptor responses via NCS-1 in substantia nigra dopamine neurons.","Elena","Dragicevic","Birgit","Liss","1 Institute of Applied Physiology, University of Ulm, Ulm, Germany.","Journal Article","['Christina', 'Johanna', 'Falk', 'Stephan', 'Julia', 'Michael', 'Andrea', 'Masahiko', 'Rafael', 'Robert C', 'Joerg']","True","Elena","Birgit","female",1,1645,"female",1,128
18755,"Brain : a journal of neurology",2014,"A mitochondrial origin for frontotemporal dementia and amyotrophic lateral sclerosis through CHCHD10 involvement.","Sylvie","Bannwarth","Véronique","Paquis-Flucklinger","1 IRCAN, UMR CNRS 7284/INSERM U1081/UNS, School of Medicine, Nice Sophia-Antipolis University, France 2 Department of Medical Genetics, National Centre for Mitochondrial Diseases, Nice Teaching Hospital, France.","Journal Article","['Samira', 'Annabelle', 'Emmanuelle C', 'Sandra', 'Konstantina', 'Laetitia', 'Yusuke', 'Valérie', 'David G', 'Annie', 'Cécile', 'Isabelle', 'Gaëlle', 'Charlotte', 'Françoise', 'Karine', 'Anne', 'Alexis', 'Patrick', 'Hiromi', 'Jean']","True","Sylvie","Véronique","female",1,582,"female",1,105
25969,"Brain : a journal of neurology",2014,"Temporal dynamics of hippocampal neurogenesis in chronic neurodegeneration.","Diego","Gomez-Nicola","V Hugh","Perry","1 Centre for Biological Sciences, University of Southampton, Southampton, UK d.gomez-nicola@soton.ac.uk.","Journal Article","['Stefano', 'Mariana', 'Nina L', 'Hussain', 'Arantxa', 'Jose Manuel', 'Kristoffer', 'Boris']","True","Diego","Hugh","male",1,2270,"male",1,174
25970,"Brain : a journal of neurology",2014,"Vulnerability of the ventral language network in children with focal epilepsy.","Louise J","Croft","William D","Gaillard","1 Institute of Child Health, University College London, London, UK louise.croft.09@ucl.ac.uk.","Journal Article","['Torsten', 'Leigh', 'Lauren', 'Madison M']","True","Louise","William","female",1,1791,"male",1,2626
2370,"Brain : a journal of neurology",2015,"Blocking bad.","Steven S","Scherer","","","Perelman School of Medicine at the University of Pennsylvania, USA sscherer@mail.med.upenn.edu.","Comment","[]","False","Steven","","male",1,2600,NA,NA,NA
2371,"Brain : a journal of neurology",2015,"Brain. Editorial.","Dimitri M","Kullmann","","","London.","Editorial","[]","False","Dimitri","","male",1,197,NA,NA,NA
2373,"Brain : a journal of neurology",2015,"Cerebral adrenoleukodystrophy: a demyelinating disease that leaves the door wide open.","Patrick","Aubourg","","","Department of Pediatric Neurology and Inserm U1169, University Paris-Sud, Le Kremlin-Bicêtre, 94276, France patrick.aubourg@inserm.fr.","Comment","[]","False","Patrick","","male",1,2877,NA,NA,NA
2374,"Brain : a journal of neurology",2015,"Let's be certain about sartans (and other potential new therapies for CNS injury).","Lawrence","Moon","","","King's College London, University of London, SE1 1UL, UK lawrence.moon@kcl.ac.uk.","Comment","[]","False","Lawrence","","male",1,393,NA,NA,NA
2375,"Brain : a journal of neurology",2015,"Does degeneration of the subthalamic nucleus prevent parkinsonism in spinocerebellar ataxia type 2 and type 3?","Thomas","Klockgether","","","Department of Neurology, University of Bonn, and German Center for Neruodegenerative Diseases (DZNE), Bonn, Germany klockgether@uni-bonn.de.","Journal Article","[]","False","Thomas","","male",1,3753,NA,NA,NA
2391,"Brain : a journal of neurology",2016,"Fair play: social norm compliance failures in behavioural variant frontotemporal dementia.","Claire","O'Callaghan","Michael","Hornberger","1 Neuroscience Research Australia, Sydney, Australia 2 School of Medical Sciences, University of New South Wales, Sydney, Australia claire.ocallaghan@sydney.edu.au.","Journal Article","['Maxime', 'Muireann', 'James M', 'Stephanie', 'Leonidas', 'John R']","True","Claire","Michael","female",1,2587,"male",1,11094
8948,"Brain : a journal of neurology",2015,"LRPPRC mutations cause early-onset multisystem mitochondrial disease outside of the French-Canadian population.","Monika","Oláhová","Robert W","Taylor","1 Wellcome Trust Centre for Mitochondrial Research, Newcastle University, Newcastle upon Tyne, NE2 4HH, UK.","Journal Article","['Steven A', 'Julie', 'John W', 'Tobias B', 'William C', 'Charlotte L', 'Langping', 'Erik', 'Ruth M', 'Garry K', 'Andrew A M', 'Helen', 'Alex', 'Ines A', 'Michael A', 'Charu', 'Dorothea', 'Johannes', 'Georg M', 'Penelope E', 'Holger', 'Robert N', 'Robert', 'Zofia M A']","True","Monika","Robert","female",1,577,"male",1,5222
8949,"Brain : a journal of neurology",2015,"Longitudinal influence of microglial activation and amyloid on neuronal function in Alzheimer's disease.","Zhen","Fan","Paul","Edison","1 Neurology Imaging Unit, Imperial College London, Hammersmith Hospital, Du Cane Road, London, W12 0NN, UK.","Journal Article","['Aren A', 'David J']","True","Zhen","Paul","male",0.62,34,"male",1,5931
8952,"Brain : a journal of neurology",2015,"Opposing effects of Apoe/Apoa1 double deletion on amyloid-β pathology and cognitive performance in APP mice.","Nicholas F","Fitz","Radosveta","Koldamova","1 Department of Environmental and Occupational Health, University of Pittsburgh, Pittsburgh, PA 15219, USA.","Journal Article","['Victor', 'Andrea A', 'Emilie L', 'Muzamil', 'Alexis Y', 'Martina', 'Iliya']","True","Nicholas","Radosveta","male",1,1176,"female",1,2
8953,"Brain : a journal of neurology",2015,"Alteration in 5-hydroxymethylcytosine-mediated epigenetic regulation leads to Purkinje cell vulnerability in ATM deficiency.","Dewei","Jiang","Jiali","Li","1 Key Laboratory of Animal Models and Human Disease Mechanisms of Chinese Academy of Sciences and Yunnan Province, Kunming Institute of Zoology, Kunming, Yunnan, 650223, China 2 Kunming College of Life Science, University of Chinese Academy of Sciences, Kunming 650223, China.","Journal Article","['Ying', 'Ronald P', 'Jianmin', 'Karl']","True","Dewei","Jiali","male",1,1,"female",1,2
17078,"Brain : a journal of neurology",2016,"Reply: Essential tremor in 'The tremulous hand of Worcester': additional comments.","Deborah E","Thorpe","Jane E","Alty","1 Centre for Chronic Diseases and Disorders (C2D2)/ Electronics Department, University of York, UK Deborah.thorpe@york.ac.uk.","Comment","[]","False","Deborah","Jane","female",0.99,1275,"female",0.99,1796
17079,"Brain : a journal of neurology",2016,"Essential tremor in 'The tremulous hand of Worcester': additional comments.","Elan D","Louis","","","1 Department of Neurology, Yale School of Medicine, Yale University, New Haven, CT, USA 2 Department of Chronic Disease Epidemiology, Yale School of Public Health, Yale University, New Haven, CT, USA 3 Center for Neuroepidemiology and Clinical Neurological Research, Yale School of Medicine, Yale University, New Haven, CT, USA elan.louis@yale.edu.","Comment","[]","False","Elan","","male",0.92,24,NA,NA,NA
18689,"Brain : a journal of neurology",2016,"Right hemisphere grey matter structure and language outcomes in chronic left hemisphere stroke.","Shihui","Xing","Peter E","Turkeltaub","1 Department of Neurology, Georgetown University Medical Center, Washington, D.C., USA 2 Department of Neurology, First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.","Journal Article","['Elizabeth H', 'Laura M', 'Xiong', 'Michelle L', 'Jinsheng']","True","Shihui","Peter","female",1,1,"male",1,4373
23383,"Brain : a journal of neurology",2016,"Amyloid-β peptides act as allosteric modulators of cholinergic signalling through formation of soluble BAβACs.","Rajnish","Kumar","Taher","Darreh-Shori","1 Centre for Alzheimer Research, Department of Neurobiology, Care Sciences and Society, Division of Translational Alzheimer Neurobiology, Karolinska Institutet, NOVUM, 4th Floor, 141 86 Stockholm, Sweden.","Journal Article","['Agneta']","True","Rajnish","Taher","male",1,18,"male",1,14
23384,"Brain : a journal of neurology",2016,"MTHFSD and DDX58 are novel RNA-binding proteins abnormally regulated in amyotrophic lateral sclerosis.","Laura","MacNair","Janice","Robertson","1 Tanz Centre for Research in Neurodegenerative Diseases, University of Toronto, Toronto, ON, M5T 2S8, Canada 2 Department of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, ON, M5S 1A1, Canada.","Journal Article","['Shangxi', 'Denise', 'Mahdi', 'Jean-Pierre', 'Julia', 'Lorne', 'Ekaterina']","True","Laura","Janice","female",1,7953,"female",1,1052
23385,"Brain : a journal of neurology",2016,"Neural correlates underlying micrographia in Parkinson's disease.","Tao","Wu","Piu","Chan","1 Department of Neurobiology, Key Laboratory on Neurodegenerative Disorders of Ministry of Education, Beijing Institute of Geriatrics, Xuanwu Hospital, Capital Medical University, Beijing, China 2 Beijing Key Laboratory on Parkinson's Disease, Parkinson Disease Centre of Beijing Institute for Brain Disorders, Beijing, China wutao69@gmail.com.","Clinical Trial","['Jiarong', 'Mark', 'Tao', 'Yanan']","True","Tao","Piu","male",0.7,27,NA,NA,NA
4589,"Brain : a journal of neurology",2016,"IL-10-dependent Tr1 cells attenuate astrocyte activation and ameliorate chronic central nervous system inflammation.","Lior","Mayo","Howard L","Weiner","1 Ann Romney Center for Neurologic Diseases, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA 2 Cell Research and Immunology Department, Sagol School of Neuroscience, George S. Wise Faculty of Life Sciences, Tel Aviv University, Tel Aviv 699788, Israel.","Journal Article","['Andre Pires Da', 'Asaf', 'Vanessa', 'Zhiping', 'Jorge I', 'Alexandre', 'Raymond A', 'Lester', 'Hans', 'Francisco J']","True","Lior","Howard","male",0.61,85,"male",0.96,296
4590,"Brain : a journal of neurology",2016,"Transcranial magnetic stimulation and potential cortical and trigeminothalamic mechanisms in migraine.","Anna P","Andreou","Peter J","Goadsby","1 Department of Neurology, University of California, San Francisco, San Francisco CA, USA 2 Wolfson CARD, Institute of Psychology, Psychiatry and Neuroscience, King's College London, London, UK.","Journal Article","['Philip R', 'Simon', 'Oliver', 'Joe']","True","Anna","Peter","female",1,4755,"male",1,4373
12789,"Brain : a journal of neurology",2016,"Catecholamines and cognition after traumatic brain injury.","Peter O","Jenkins","David J","Sharp","1 The Division of Brain Sciences, The Department of Medicine, Imperial College London, UK.","Journal Article","['Mitul A']","True","Peter","David","male",1,4373,"male",1,12593
15872,"Brain : a journal of neurology",2016,"Identification of mutations in the MYO9A gene in patients with congenital myasthenic syndrome.","Emily","O'Connor","Hanns","Lochmüller","1 John Walton Muscular Dystrophy Research Centre, MRC Centre for Neuromuscular Diseases, Institute of Genetic Medicine, Newcastle University, Newcastle upon Tyne, NE1 3BZ, UK.","Journal Article","['Ana', 'Juliane S', 'Daniel', 'Teresinha', 'Jaume', 'Angela', 'Jan', 'Oswald', 'Ahmet', 'Steven H']","True","Emily","Hanns","female",1,3765,"male",1,2
15873,"Brain : a journal of neurology",2016,"A heterozygous 21-bp deletion in CAPN3 causes dominantly inherited limb girdle muscular dystrophy.","John","Vissing","Morten","Duno","1 Copenhagen Neuromuscular Center, Department of Neurology, Rigshospitalet, University of Copenhagen, Copenhagen, Denmark vissing@rh.dk.","Journal Article","['Rita', 'Nanna', 'Marijke', 'Lise', 'Laurence A', 'Volker', 'Hanns', 'Judith', 'Christoph M', 'Snjolaug', 'Kathe', 'Christoffer']","True","John","Morten","male",0.99,9931,"male",1,328
22325,"Brain : a journal of neurology",2016,"Aberrant epilepsy-associated mutant Nav1.6 sodium channel activity can be targeted with cannabidiol.","Reesha R","Patel","Theodore R","Cummins","1 Program in Medical Neuroscience, Neuroscience Research Building, 320 West 15th St, Indianapolis, IN, 46202, USA 2 Paul and Carole Stark Neurosciences Research Institute, 320 West 15th St, Indianapolis, IN, 46202, USA.","Journal Article","['Cindy', 'Tatiana', 'Nickolay']","True","Reesha","Theodore","female",1,2,"male",0.96,46
22326,"Brain : a journal of neurology",2016,"Perifascicular necrosis in anti-synthetase syndrome beyond anti-Jo-1.","Akinori","Uruha","Ichizo","Nishino","1 Department of Genome Medicine Development, Medical Genome Center, National Center of Neurology and Psychiatry (NCNP), 4-1-1 Ogawahigashi-cho, Kodaira, Tokyo 187-8551, Japan 2 Department of Neuromuscular Research, National Institute of Neuroscience, NCNP, 4-1-1 Ogawahigashi-cho, Kodaira, Tokyo 187-8502, Japan.","Letter","['Shigeaki', 'Norihiro']","False","Akinori","Ichizo","male",1,2,NA,NA,NA
22327,"Brain : a journal of neurology",2016,"Reply: Perifascicular necrosis in anti-synthetase syndrome beyond anti-Jo-1.","Yves","Allenbach","Olivier","Benveniste","1 Département de Médecine Interne et Immunologie Clinique, Centre de Référence Maladies Neuro-Musculaires Paris Est, Assistance Public - Hôpitaux de Paris (AP-HP), DHU I2B, Université Pierre et Marie Curie (UPMC), INSERM UMRS 974, Hôpital Pitié-Salpêtrière, Paris, France yvesallenbach@gmail.com.","Letter","['Baptise', 'Werner']","False","Yves","Olivier","male",0.98,265,"male",0.99,715
15236,"Brain : a journal of neurology",2011,"Related B cell clones populate the meninges and parenchyma of patients with multiple sclerosis.","Laura","Lovato","David A","Hafler","Department of Neurology, Yale School of Medicine, New Haven, CT 06510, USA.","Journal Article","['Simon N', 'Scott J', 'Tyler', 'Stefany E', 'Owain W', 'Richard', 'Kevin C']","True","Laura","David","female",1,7953,"male",1,12593
15237,"Brain : a journal of neurology",2011,"CD161(high)CD8+T cells bear pathogenetic potential in multiple sclerosis.","Viviana","Annibali","Marco","Salvetti","Neurology and Centre for Experimental Neurological Therapies (CENTERS), S. Andrea Hospital Site, Sapienza University of Rome, Italy.","Journal Article","['Giovanni', 'Daniela F', 'Barbara', 'Rosella', 'Stefania', 'Silvia', 'Andrea', 'Hadi', 'Adamo', 'Giovanna', 'Francesca', 'Luca']","True","Viviana","Marco","female",0.96,591,"male",0.99,2493
21391,"Brain : a journal of neurology",2011,"Retinal pathology in multiple sclerosis: insight into the mechanisms of neuronal pathology.","Fatih C","Gundogan","Gungor","Sobaci","","Comment","['Ahmet', 'Uzeyir']","False","Fatih","Gungor","male",0.99,865,NA,NA,NA
21395,"Brain : a journal of neurology",2011,"Foetal antiepileptic drug exposure and verbal versus non-verbal abilities at three years of age.","Kimford J","Meador","","","Department of Neurology, Emory University, Atlanta, GA 30322, USA. kimford.meador@emory.edu","Journal Article","['Gus A', 'Nancy', 'Morris J', 'Jill', 'Laura A', 'Andres', 'Joyce D', 'Page B', 'Michael', 'David W']","True","Kimford","",NA,NA,NA,NA,NA,NA
24766,"Brain : a journal of neurology",2011,"Phosphatase and tensin homologue/protein kinase B pathway linked to motor neuron survival in human superoxide dismutase 1-related amyotrophic lateral sclerosis.","Janine","Kirby","Mimoun","Azzouz","Academic Neurology Unit, Shefﬁeld Institute for Translational Neuroscience, University of Shefﬁeld, Shefﬁeld, UK. j.kirby@sheffield.ac.uk","Journal Article","['Ke', 'Laura', 'Paul R', 'Azza', 'Su-Wei', 'Chiara F', 'Laura', 'Basil', 'Stephen B', 'Paul G', 'Pamela J']","True","Janine","Mimoun","female",1,397,"male",1,3
29623,"Brain : a journal of neurology",2011,"Acid-sensing ion channel 1 is involved in both axonal injury and demyelination in multiple sclerosis and its animal model.","Sandra","Vergo","Lars","Fugger","Department of Clinical Neurology, Weatherall Institute of Molecular Medicine, John Radcliffe Hospital, University of Oxford, Oxford, UK.","Journal Article","['Matthew J', 'Ruth', 'Kathrine', 'Manuel A', 'Jia', 'Margaret']","True","Sandra","Lars","female",1,4110,"male",1,450
3721,"Brain : a journal of neurology",2013,"Brain. Editorial.","Alastair","Compston","","","","Editorial","[]","False","Alastair","","male",1,90,NA,NA,NA
3722,"Brain : a journal of neurology",2013,"Dementia: from muddled diagnoses to treatable mechanisms.","Vladimir","Hachinski","Luciano A","Sposato","Department of Clinical Neurological Sciences, Western University, London, Canada. Vladimir.Hachinski@lhsc.on.ca","Historical Article","[]","False","Vladimir","Luciano","male",1,299,"male",1,365
3723,"Brain : a journal of neurology",2013,"Inflammation in Alzheimer's disease: insights from immunotherapy.","Jonathan M","Schott","Tamas","Revesz","Dementia Research Centre, UCL Institute of Neurology, London, UK. j.schott@ucl.ac.uk","Journal Article","[]","False","Jonathan","Tamas","male",1,3702,"male",1,6
3724,"Brain : a journal of neurology",2013,"Plasma homocysteine, Alzheimer and cerebrovascular pathology: a population-based autopsy study.","Babak","Hooshmand","Alina","Solomon","Ageing Research Centre, Department of Neurobiology, Care Sciences, and Society, Karolinska Institute, 11330 Stockholm, Sweden. Babak.Hooshmand@ki.se","Journal Article","['Tuomo', 'Miia', 'Maarit', 'Liisa', 'Timo', 'Mira', 'Minna', 'Anders', 'Philip', 'Elizabeth C W', 'Raimo']","True","Babak","Alina","male",1,53,"female",0.98,299
3725,"Brain : a journal of neurology",2013,"Shape shifting pain: chronification of back pain shifts brain representation from nociceptive to emotional circuits.","Javeria A","Hashmi","A Vania","Apkarian","Department of Physiology, Feinberg School of Medicine, Northwestern University, Chicago, Illinois 60611, USA.","Journal Article","['Marwan N', 'Lejian', 'Alex T', 'Souraya', 'Kristina M', 'Thomas J']","True","Javeria","Vania","female",1,2,"female",0.98,120
3726,"Brain : a journal of neurology",2013,"The role of human ventral visual cortex in motion perception.","Sharon","Gilaie-Dotan","Marlene","Behrmann","Institute of Cognitive Neuroscience, University College London, London, UK. shagido@gmail.com","Journal Article","['Ayse P', 'Lauren J', 'Ryan', 'Geraint']","True","Sharon","Marlene","female",0.99,2760,"female",1,475
3727,"Brain : a journal of neurology",2013,"Atypical basic movement kinematics in autism spectrum conditions.","Jennifer L","Cook","Clare","Press","UCL Institute of Cognitive Neuroscience, 17 Queen Square, London, WC1N 3AR, UK. jennifer.cook@donders.ru.nl","Journal Article","['Sarah-Jayne']","True","Jennifer","Clare","female",1,6717,"female",1,554
3728,"Brain : a journal of neurology",2013,"Decorin prevents the development of juvenile communicating hydrocephalus.","Hannah","Botfield","Ann","Logan","Neurotrauma and Neurodegeneration, School of Clinical and Experimental Medicine, University of Birmingham, Edgbaston, B15 2TT, UK. hxb956@bham.ac.uk","Journal Article","['Ana Maria', 'Osama', 'Anders Dæhli', 'Martin', 'James Pat']","True","Hannah","Ann","female",1,1949,"female",0.99,1818
3729,"Brain : a journal of neurology",2013,"Epidemiology in multiple sclerosis: a pilgrim's progress.","John F","Kurtzke","","","Georgetown University, Washington, DC 20007, USA. kurtzke2@aol.com","Historical Article","[]","True","John","","male",0.99,9931,NA,NA,NA
3732,"Brain : a journal of neurology",2013,"Inhibition of angiogenesis by β-galactosylceramidase deficiency in globoid cell leukodystrophy.","Mirella","Belleri","Marco","Presta","Department of Molecular and Translational Medicine, School of Medicine, University of Brescia, Italy.","Journal Article","['Roberto', 'Daniela', 'Beatrice', 'Domenico', 'Pietro L', 'Arianna', 'Patrizia', 'Sergio', 'Marta B', 'Ernesto R']","True","Mirella","Marco","female",1,68,"male",0.99,2493
19653,"Brain : a journal of neurology",2013,"Ursocholanic acid rescues mitochondrial function in common forms of familial Parkinson's disease.","Heather","Mortiboys","Oliver","Bandmann","1 Sheffield Institute for Translational Neuroscience (SITraN), University of Sheffield, Sheffield, UK.","Journal Article","['Jan']","True","Heather","Oliver","female",1,3220,"male",0.99,750
9883,"Brain : a journal of neurology",2005,"Characteristics of two distinct clinical phenotypes in pathologically proven progressive supranuclear palsy: Richardson's syndrome and PSP-parkinsonism.","David R","Williams","Andrew J","Lees","The Queen Square Brain Bank for Neurological Disorders, University College London, UK.","Journal Article","['Rohan', 'Dominic C', 'Alan', 'Hilary C', 'Linda', 'Janice L', 'Tamas']","True","David","Andrew","male",1,12593,"male",1,5168
9884,"Brain : a journal of neurology",2005,"Cognitive and social impairments in patients with superficial siderosis.","N J","van Harskamp","L","Cipolotti","Department of Neuropsychology, National Hospital for Neurology and Neurosurgery, London, UK.","Case Reports","['P']","True","N","L","male",0.56,9,"female",0.58,24
9885,"Brain : a journal of neurology",2005,"The role of the striatum in rule application: the model of Huntington's disease at early stage.","Marc","Teichmann","Anne-Catherine","Bachoud-Lévi","INSERM U421, IM3/Paris XII, Créteil, France.","Journal Article","['Emmanuel', 'Sid', 'Pierre', 'Marie-Françoise', 'Sophie', 'Pierre', 'Marc']","True","Marc","Anne-Catherine","male",1,1555,"female",1,7
9886,"Brain : a journal of neurology",2005,"Occipital epilepsy: lateral versus mesial.","Warren T","Blume","Lisa M","Tapsell","University Hospital, The University of Western Ontario, London, Ontario, Canada. warren.blume@lhsc.on.ca","Journal Article","['Samuel']","True","Warren","Lisa","male",1,402,"female",1,6394
9887,"Brain : a journal of neurology",2005,"Focal dystonia associated with pain.","José L","Ochoa","Renato","Verdugo","","Comment","[]","False","José","Renato","male",0.98,1274,"male",1,329
9888,"Brain : a journal of neurology",2005,"Is the disruption of the blood-brain barrier a prerequisite for cellular infiltration in autoimmune encephalitis?","Martin","Bendszus","Guido","Stoll","","Comment","['Andreas']","False","Martin","Guido","male",1,3568,"male",1,245
9889,"Brain : a journal of neurology",2005,"Intractable cluster headache and therapeutic stimulation of the hypothalamus: pathophysiological and management insights from a rare experiment.","Vinod K","Gupta","","","","Comment","[]","False","Vinod","","male",1,94,NA,NA,NA
9890,"Brain : a journal of neurology",2005,"Impoverishment of spontaneous language and the prediction of Alzheimer's disease.","Annalena","Venneri","Michael F","Shanks","","Comment","['Katrina E']","False","Annalena","Michael","female",1,6,"male",1,11094
9891,"Brain : a journal of neurology",2005,"Glutaric aciduria type 1: a clinician's view of progress.","Kevin A","Strauss","","","Clinic for Special Children, 535 Bunker Hill Road, Strasburg, PA 17579, USA. kstrauss@clinicforspecialchildren.org","Comment","[]","False","Kevin","","male",1,5362,NA,NA,NA
