"X","journal","year","title","fname_first","lname_first","fname_last","lname_last","affiliation","article_type","middle_authors","abstract","fname_first_trunc","fname_last_trunc","gender_first","p_first","n_first","gender_last","p_last","n_last"
16576,"Current opinion in neurobiology",2017,"Specification, plasticity and evolutionary origin of peripheral glial cells.","Maria Eleni","Kastriti","Igor","Adameyko","Department of Physiology and Pharmacology, Karolinska Institutet, 17177 Stockholm, Sweden.","Journal Article","[]","True","Maria","Igor","female",0.99,8402,"male",1,345
16577,"Current opinion in neurobiology",2017,"Aging Schwann cells: mechanisms, implications, future directions.","Michio Wendell","Painter","","","Blue Therapeutics Inc., Allston, MA 02134, USA. Electronic address: michio.painter@gmail.com.","Journal Article","[]","True","Wendell","","male",1,49,NA,NA,NA
23823,"Current opinion in neurobiology",2017,"Linking dynamic patterns of neural activity in orbitofrontal cortex with decision making.","Erin L","Rich","Peter H","Rudebeck","Friedman Brain Institute, Icahn School of Medicine at Mount Sinai, One Gustave L. Levy Place, New York, NY 10014, USA. Electronic address: erin.rich@mssm.edu.","Journal Article","['Frederic M']","True","Erin","Peter","female",0.99,2097,"male",1,4373
26753,"Current opinion in neurobiology",2017,"Neural mechanisms of movement planning: motor cortex and beyond.","Karel","Svoboda","Nuo","Li","Janelia Research Campus, HHMI, 19700 Helix Drive, Ashburn, VA 20147, United States. Electronic address: svobodak@janelia.hhmi.org.","Journal Article","[]","True","Karel","Nuo","male",0.92,90,"female",1,1
361,"Current opinion in neurobiology",2007,"Maintaining memories by reactivation.","Björn","Rasch","Jan","Born","University of Lübeck, Department of Neuroendocrinology, Lübeck, Germany. rasch@kfg.uni-luebeck.de","Journal Article","[]","True","Björn","Jan","male",1,194,"male",0.6,1663
18303,"Current opinion in neurobiology",2007,"Worm thermotaxis: a model system for analyzing thermosensation and neural plasticity.","Ikue","Mori","Atsushi","Kuhara","Laboratory of Molecular Neurobiology, Department of Molecular Biology, Graduate School of Science, Nagoya University, Nagoya 464-8602, Japan. m46920a@nucc.cc.nagoya-u.ac.jp","Journal Article","['Hiroyuki']","True","Ikue","Atsushi","female",1,4,"male",1,13
19140,"Current opinion in neurobiology",2007,"Olfaction and olfactory learning in Drosophila: recent progress.","André","Fiala","","","Department of Genetics and Neurobiology, Theodor-Boveri-Institut, Julius-Maximilians-Universität Würzburg, Biozentrum, Am Hubland, 97074 Würzburg, Germany. afiala@biozentrum.uni-wuerzburg.de","Journal Article","[]","True","André","","male",0.99,350,NA,NA,NA
24869,"Current opinion in neurobiology",2007,"Self-localization and the entorhinal-hippocampal system.","Kathryn J","Jeffery","","","Institute of Behavioural Neuroscience, Division of Psychology and Language Science, University College London, London, UK. k.jeffery@ucl.ac.uk","Journal Article","[]","True","Kathryn","","female",1,827,NA,NA,NA
2470,"Current opinion in neurobiology",2016,"From regions to connections and networks: new bridges between brain and behavior.","Bratislav","Mišić","Olaf","Sporns","Montreal Neurological Institute and Hospital, McGill University, Montreal, QC, Canada H3A 2B4; Department of Psychological and Brain Sciences, Indiana University, Bloomington, IN 47405, USA.","Review","[]","True","Bratislav","Olaf","male",1,1,"male",1,65
5493,"Current opinion in neurobiology",2016,"Mating pheromones of Nematoda: olfactory signaling with physiological consequences.","Daniel Hw","Leighton","Paul W","Sternberg","HHMI and Division of Biology and Biological Engineering, Caltech, Pasadena 91125, USA.","Journal Article","[]","True","Daniel","Paul","male",1,8180,"male",1,5931
2612,"Current opinion in neurobiology",2010,"Neurobiology of behavior.","Russell D","Fernald","Constance","Scharff","","Editorial","[]","False","Russell","Constance","male",1,513,"female",0.99,120
6163,"Current opinion in neurobiology",2011,"The maturation of cortical interneuron diversity: how multiple developmental journeys shape the emergence of proper network function.","Rosa","Cossart","","","INMED, INSERM U901, Université de la Méditerranée, Parc Scientifique de Luminy, BP.13, 13273 Marseille Cedex 9, France. cossart@inmed.univ-mrs.fr","Journal Article","[]","True","Rosa","","female",0.99,947,NA,NA,NA
17897,"Current opinion in neurobiology",2011,"Genetic dissection of synaptic specificity.","Celine I","Maeder","Kang","Shen","Department of Biology, Stanford University, Stanford, CA 94305, USA.","Journal Article","[]","True","Celine","Kang","female",1,820,"male",0.79,80
8951,"Current opinion in neurobiology",2013,"Natural variation in learning and memory.","Frederic","Mery","","","Laboratoire Evolution, Génomes et Spéciation, UPR 9034, CNRS 91198, Gif-sur-Yvette, France. Frederic.mery@legs.cnrs-gif.fr","Journal Article","[]","True","Frederic","","male",1,127,NA,NA,NA
8952,"Current opinion in neurobiology",2013,"Courtship behavior in Drosophila melanogaster: towards a 'courtship connectome'.","Hania J","Pavlou","Stephen F","Goodwin","Department of Physiology, Anatomy & Genetics, University of Oxford, Oxford, OX1 3PT, UK.","Journal Article","[]","True","Hania","Stephen","female",1,19,"male",1,2608
13594,"Current opinion in neurobiology",2012,"Neural dynamics and circuit mechanisms of decision-making.","Xiao-Jing","Wang","","","Department of Neurobiology and Kavli Institute for Neuroscience, Yale University School of Medicine, 333 Cedar Street, New Haven, CT 06520, United States. xjwang@nyu.edu","Journal Article","[]","True","Xiao-Jing","",NA,NA,NA,NA,NA,NA
26324,"Current opinion in neurobiology",2013,"Oxytocin, stress and social behavior: neurogenetics of the human oxytocin system.","Robert","Kumsta","Markus","Heinrichs","Department of Psychology, Laboratory for Biological and Personality Psychology, University of Freiburg, D-79104 Freiburg, Germany. robert.kumsta@psychologie.uni-freiburg.de","Journal Article","[]","True","Robert","Markus","male",1,5222,"male",1,412
26325,"Current opinion in neurobiology",2013,"Neurogenetics and auditory processing in developmental dyslexia.","Anne-Lise","Giraud","Franck","Ramus","Inserm U960, Département d'Etudes Cognitives, Ecole Normale Supérieure, 29 rue d'Ulm, 75005 Paris, France. annelise.giraud@gmail.com","Journal Article","[]","True","Anne-Lise","Franck","female",1,67,"male",1,327
6715,"Current opinion in neurobiology",2015,"Antidepressant actions of ketamine: from molecular mechanisms to clinical practice.","Lisa M","Monteggia","Carlos","Zarate","Department of Neuroscience, University of Texas Southwestern Medical Center, 5323 Harry Hines Boulevard, Dallas, TX 75390-9111, USA. Electronic address: lisa.monteggia@utsouthwestern.edu.","Journal Article","[]","True","Lisa","Carlos","female",1,6394,"male",1,5149
22451,"Current opinion in neurobiology",2015,"Insect motor control: methodological advances, descending control and inter-leg coordination on the move.","Anke","Borgmann","Ansgar","Büschges","Zoological Institute, Biocenter Cologne, University of Cologne, Zülpicher Straße 47b, 50674 Cologne, Germany.","Journal Article","[]","True","Anke","Ansgar","female",1,70,"male",1,3
8887,"Current opinion in neurobiology",2015,"Preparing and selecting actions with neural populations: toward cortical circuit mechanisms.","Masayoshi","Murakami","Zachary F","Mainen","Champalimaud Neuroscience Programme, Champalimaud Centre for the Unknown, Lisbon, Portugal.","Journal Article","[]","True","Masayoshi","Zachary","male",1,1,"male",1,426
11026,"Current opinion in neurobiology",2015,"Mammalian odorant receptors: functional evolution and variation.","Yue","Jiang","Hiroaki","Matsunami","Department of Molecular Genetics and Microbiology, Duke University Medical Center, Durham, NC 27710, USA; University Program of Genetics and Genomics, Duke University, NC 27710, USA.","Journal Article","[]","True","Yue","Hiroaki","female",0.59,56,"male",1,6
15701,"Current opinion in neurobiology",2015,"Large-scale recording of astrocyte activity.","Axel","Nimmerjahn","Dwight E","Bergles","Waitt Advanced Biophotonics Center, Salk Institute for Biological Studies, 10010 North Torrey Pines Road, La Jolla, CA 92037, USA. Electronic address: animmerj@salk.edu.","Journal Article","[]","True","Axel","Dwight","male",0.98,283,"male",0.99,117
28462,"Current opinion in neurobiology",2015,"Phase organization of network computations.","Matthew A","Wilson","Miguel","Remondes","The Picower Institute for Learning and Memory, Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, MA, USA. Electronic address: mwilson@mit.edu.","Journal Article","['Carmen']","True","Matthew","Miguel","male",1,3338,"male",1,2065
7966,"Current opinion in neurobiology",2017,"Presynaptic morphogenesis, active zone organization and structural plasticity in Drosophila.","David","Van Vactor","Stephan J","Sigrist","Department of Cell Biology and Program in Neuroscience, Harvard Medical School, 240 Longwood Avenue, Boston, MA 02115, USA; Okinawa Institute of Science and Technology, Graduate University, Tancha 1919-1, Onna-son, Okinawa, Japan. Electronic address: davie_vanvactor@hms.harvard.edu.","Journal Article","[]","True","David","Stephan","male",1,12593,"male",1,265
7985,"Current opinion in neurobiology",2017,"Mechanisms of input and output synaptic specificity: finding partners, building synapses, and fine-tuning communication.","Randi L","Rawson","Megan E","Williams","Department of Neurobiology and Anatomy, University of Utah School of Medicine, 20 South 2030 East, Salt Lake City, UT 84112, United States.","Journal Article","['E Anne']","True","Randi","Megan","female",0.97,258,"female",1,2639
9695,"Current opinion in neurobiology",2017,"​Synaptic adhesion molecules and excitatory synaptic transmission.","Seil","Jang","Eunjoon","Kim","Center for Synaptic Brain Dysfunctions, Institute for Basic Science, Daejeon 34141, Republic of Korea.","Journal Article","['Hyejin']","True","Seil","Eunjoon",NA,NA,NA,NA,NA,NA
10289,"Current opinion in neurobiology",2017,"Phase precession: a neural code underlying episodic memory?","Jorge","Jaramillo","Richard","Kempter","Institute for Theoretical Biology, Department of Biology, Humboldt-Universität zu Berlin, Philippstr. 13, 10115 Berlin, Germany; Bernstein Center for Computational Neuroscience Berlin, Philippstr. 13, 10115 Berlin, Germany.","Journal Article","[]","True","Jorge","Richard","male",1,3183,"male",1,4381
10290,"Current opinion in neurobiology",2017,"The phasic dopamine signal maturing: from reward via behavioural activation to formal economic utility.","Wolfram","Schultz","Armin","Lak","Department of Physiology, Development and Neuroscience, University of Cambridge, Cambridge CB2 3DY, UK. Electronic address: ws234@cam.ac.uk.","Journal Article","['Wiliam R']","True","Wolfram","Armin","male",1,4,"male",0.99,131
10557,"Current opinion in neurobiology",2017,"Zebrafish sleep: from geneZZZ to neuronZZZ.","Ida L","Barlow","Jason","Rihel","Department of Cell and Developmental Biology, University College London, London, United Kingdom.","Journal Article","[]","True","Ida","Jason","female",0.96,443,"male",1,4927
10558,"Current opinion in neurobiology",2017,"Attacking sleep from a new angle: contributions from zebrafish.","Grigorios","Oikonomou","David A","Prober","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA 91125, USA.","Journal Article","[]","True","Grigorios","David","male",1,1,"male",1,12593
18605,"Current opinion in neurobiology",2017,"A role for GABAergic interneuron diversity in circuit development and plasticity of the neonatal cerebral cortex.","Simon Jb","Butt","Cristiana","Vagnoni","Department of Physiology, Anatomy & Genetics, University of Oxford, South Parks Road, Oxford, OX1 3QX, UK. Electronic address: simon.butt@dpag.ox.ac.uk.","Journal Article","['Jacqueline A', 'Yayoi']","True","Simon","Cristiana","male",0.99,2443,"female",1,66
18646,"Current opinion in neurobiology",2017,"Sleep, synaptic homeostasis and neuronal firing rates.","Chiara","Cirelli","","","Department of Psychiatry, University of Wisconsin, Madison, WI 53719, USA. Electronic address: ccirelli@wisc.edu.","Journal Article","[]","True","Chiara","","female",0.99,556,NA,NA,NA
26472,"Current opinion in neurobiology",2017,"Synaptic patterning and the timescales of cortical dynamics.","Renato","Duarte","Abigail","Morrison","Institute of Neuroscience and Medicine (INM-6) and Institute for Advanced Simulation (IAS-6) and JARA BRAIN Institute I, Jülich Research Centre, Jülich, Germany; Bernstein Center Freiburg, Albert-Ludwig University of Freiburg, Germany; Faculty of Biology, Albert-Ludwig University of Freiburg, Freiburg im Breisgau, Germany; Institute of Adaptive and Neural Computation, School of Informatics, University of Edinburgh, UK. Electronic address: r.duarte@fz-juelich.de.","Journal Article","['Alexander', 'Karl']","True","Renato","Abigail","male",1,329,"female",1,441
7914,"Current opinion in neurobiology",2016,"Is there heightened sensitivity to social reward in adolescence?","Lucy","Foulkes","Sarah-Jayne","Blakemore","Developmental Group, UCL Institute of Cognitive Neuroscience, 17-19 Queen Square, London WC1N 3AR, United Kingdom. Electronic address: l.foulkes@ucl.ac.uk.","Review","[]","True","Lucy","Sarah-Jayne","female",0.97,1403,"female",1,16
7915,"Current opinion in neurobiology",2016,"Dynamic network interactions supporting internally-oriented cognition.","Darya L","Zabelina","Jessica R","Andrews-Hanna","University of Colorado Boulder, Institute of Cognitive Science, UCB 594, Boulder, CO 80309, USA. Electronic address: darya.zabelina@colorado.edu.","Review","[]","True","Darya","Jessica","female",0.91,11,"female",1,6696
7916,"Current opinion in neurobiology",2016,"From the optic tectum to the primary visual cortex: migration through evolution of the saliency map for exogenous attentional guidance.","Li","Zhaoping","","","Department of Computer Science, University College London, UK. Electronic address: z.li@ucl.ac.uk.","Review","[]","True","Li","","female",0.66,274,NA,NA,NA
14897,"Current opinion in neurobiology",2016,"Influences of non-canonical neurosteroid signaling on developing neural circuits.","Sarah E","London","","","University of Chicago, Psychology, 940 E 57th Street, 125C BPSB, Chicago, IL 60637, United States. Electronic address: london@uchicago.edu.","Review","[]","True","Sarah","","female",1,8371,NA,NA,NA
16602,"Current opinion in neurobiology",2016,"Cognitive intermediate phenotype and genetic risk for psychosis.","Winifred","Mark","Timothea","Toulopoulou","Department of Psychology, The University of Hong Kong, Hong Kong Special Administrative Region.","Journal Article","[]","True","Winifred","Timothea","female",1,23,"female",1,3
17050,"Current opinion in neurobiology",2016,"Afferent hyperexcitability in neuropathic pain and the inconvenient truth about its degeneracy.","Stéphanie","Ratté","Steven A","Prescott","Neurosciences and Mental Health, The Hospital for Sick Children, Toronto, ON, Canada; Department of Physiology, University of Toronto, Toronto, ON, Canada.","Journal Article","[]","True","Stéphanie","Steven","female",1,827,"male",1,2600
11184,"Current opinion in neurobiology",2014,"Axon and dendritic trafficking.","Celine I","Maeder","Casper C","Hoogenraad","Department of Biology, Howard Hughes Medical Institute, Stanford University, USA.","Journal Article","['Kang']","True","Celine","Casper","female",1,820,"male",0.99,89
11185,"Current opinion in neurobiology",2014,"Shared mechanisms between Drosophila peripheral nervous system development and human neurodegenerative diseases.","Wu-Lin","Charng","Hugo J","Bellen","Program in Developmental Biology, Baylor College of Medicine (BCM), Houston, TX 77030, USA; Department of Molecular and Human Genetics, BCM, Houston, TX 77030, USA.","Journal Article","['Shinya']","True","Wu-Lin","Hugo",NA,NA,NA,"male",1,836
11186,"Current opinion in neurobiology",2014,"Contributions of chondroitin sulfate proteoglycans to neurodevelopment, injury, and cancer.","Daniel J","Silver","Jerry","Silver","Human Biology Division, Fred Hutchinson Cancer Research Center, 1100 Fairview Avenue North, Mailstop C3-168, Seattle, WA 98109, United States.","Journal Article","[]","True","Daniel","Jerry","male",1,8180,"male",0.98,1031
17732,"Current opinion in neurobiology",2014,"Axonal regeneration in zebrafish.","Thomas","Becker","Catherina G","Becker","Centre for Neuroregeneration, School of Biomedical Sciences, The Chancellor's Building, 49 Little France Crescent, Edinburgh EH16 4SB, UK. Electronic address: thomas.becker@ed.ac.uk.","Journal Article","[]","True","Thomas","Catherina","male",1,3753,"female",1,13
12591,"Current opinion in neurobiology",2015,"Optogenetic dissection of neural circuitry: from synaptic causalities to blue prints for novel treatments of behavioral diseases.","Christian","Lüscher","Meaghan","Creed","Department of Basic Neurosciences, Medical Faculty, University of Geneva, CH-1211 Geneva, Switzerland; Clinic of Neurology, Department of Clinical Neurosciences, Geneva University Hospital, CH-1211 Geneva, Switzerland. Electronic address: Christian.Luscher@unige.ch.","Journal Article","['Vincent']","True","Christian","Meaghan","male",0.99,2548,"female",1,130
24355,"Current opinion in neurobiology",2016,"Functional connectivity measures as schizophrenia intermediate phenotypes: advances, limitations, and future directions.","Hengyi","Cao","Heike","Tost","Central Institute of Mental Health, University of Heidelberg, Medical Faculty Mannheim, Mannheim, Germany.","Journal Article","['Luanna', 'Andreas']","True","Hengyi","Heike",NA,NA,NA,"female",0.98,48
28466,"Current opinion in neurobiology",2015,"Memory engram storage and retrieval.","Susumu","Tonegawa","Tomás J","Ryan","RIKEN-MIT Center for Neural Circuit Genetics at the Picower Institute for Learning and Memory, Department of Biology and Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, MA 02139, USA; Howard Hughes Medical Institute, Massachusetts Institute of Technology, Cambridge, MA 02139, USA. Electronic address: tonegawa@mit.edu.","Journal Article","['Michele', 'Dheeraj S']","True","Susumu","Tomás","male",1,3,"male",0.97,36
19095,"Current opinion in neurobiology",2007,"Precision grasping in humans: from motor control to cognition.","Etienne","Olivier","Luciano","Fadiga","Laboratory of Neurophysiology, School of Medicine, Université catholique de Louvain, Brussels, Belgium. etienne.olivier@uclouvain.be","Journal Article","['Marco', 'Michael']","True","Etienne","Luciano","male",1,181,"male",1,365
21436,"Current opinion in neurobiology",2007,"Neurobiology of behaviour.","Barry J","Dickson","Edvard I","Moser","","Editorial","[]","False","Barry","Edvard","male",0.98,635,"male",1,8
21437,"Current opinion in neurobiology",2007,"Leech locomotion: swimming, crawling, and decisions.","W Otto","Friesen","William B","Kristan","Department of Biology, University of Virginia, Charlottesville, VA 22903-4328, USA. wof@virginia.edu","Journal Article","[]","True","Otto","William","male",1,90,"male",1,2626
21438,"Current opinion in neurobiology",2007,"Oscillatory interactions between sensorimotor cortex and the periphery.","Stuart N","Baker","","","Institute of Neuroscience, Newcastle University, Henry Wellcome Building, Medical School, Framlington Place, Newcastle upon Tyne, NE2 4HH, UK. stuart.baker@ncl.ac.uk","Journal Article","[]","True","Stuart","","male",0.99,759,NA,NA,NA
25269,"Current opinion in neurobiology",2007,"Neural mechanisms underlying sex-specific behaviors in vertebrates.","Catherine","Dulac","Tali","Kimchi","Department of Molecular and Cellular Biology, Howard Hughes Medical Institute, Harvard University, Cambridge, MA 02138, USA. dulac@fas.harvard.edu","Journal Article","[]","True","Catherine","Tali","female",1,2372,"female",0.91,34
2419,"Current opinion in neurobiology",2012,"Decision making.","Kenji","Doya","Michael N","Shadlen","","Editorial","[]","False","Kenji","Michael","male",0.96,51,"male",1,11094
28779,"Current opinion in neurobiology",2013,"Mitochondrial quality control turns out to be the principal suspect in parkin and PINK1-related autosomal recessive Parkinson's disease.","Olga","Corti","Alexis","Brice","Inserm, U 975, CRICM, Hôpital de la Pitié-Salpêtrière, F-75013, Paris, France.","Journal Article","[]","True","Olga","Alexis","female",1,898,"male",0.52,1224
28780,"Current opinion in neurobiology",2013,"Brain networks underlying episodic memory retrieval.","Michael D","Rugg","Kaia L","Vilberg","Center for Vital Longevity and School of Behavioral and Brain Sciences, 1600 Viceroy Drive, Suite 800, Dallas, TX 75235, United States. mrugg@utdallas.edu","Journal Article","[]","True","Michael","Kaia","male",1,11094,"female",0.89,9
7811,"Current opinion in neurobiology",2013,"Signaling mechanisms of non-conventional axon guidance cues: the Shh, BMP and Wnt morphogens.","Patricia T","Yam","Frédéric","Charron","Molecular Biology of Neural Development, Institut de Recherches Cliniques de Montréal (IRCM), 110 Pine Avenue West, Montreal, Quebec H2W 1R7, Canada.","Journal Article","[]","True","Patricia","Frédéric","female",1,3488,"male",0.99,440
11008,"Current opinion in neurobiology",2010,"Beta-band oscillations--signalling the status quo?","Andreas K","Engel","Pascal","Fries","Department of Neurophysiology and Pathophysiology, University Medical Center Hamburg-Eppendorf, Martinistr. 52, 20246 Hamburg, Germany. ak.engel@uke.de","Journal Article","[]","True","Andreas","Pascal","male",1,1021,"male",0.99,506
11010,"Current opinion in neurobiology",2010,"Neural correlations, decisions, and actions.","Bijan","Pesaran","","","Center for Neural Science, New York University, 4 Washington Pl., New York, NY 10003, USA. bijan@nyu.edu","Journal Article","[]","True","Bijan","","male",1,23,NA,NA,NA
13321,"Current opinion in neurobiology",2010,"Unraveling the auditory system of Drosophila.","Mala","Murthy","","","Department of Molecular Biology and Princeton Neuroscience Institute, Princeton University, NJ 08544, United States. mmurthy@princeton.edu <mmurthy@princeton.edu>","Journal Article","[]","True","Mala","","female",0.97,33,NA,NA,NA
13322,"Current opinion in neurobiology",2010,"Discrete capacity limits in visual working memory.","Keisuke","Fukuda","Edward K","Vogel","Department of Psychology, University of Oregon, Eugene, OR 97403-1227, USA.","Journal Article","['Edward']","True","Keisuke","Edward","male",1,15,"male",1,1015
6255,"Current opinion in neurobiology",2017,"Wiring visual systems: common and divergent mechanisms and principles.","Alex L","Kolodkin","P Robin","Hiesinger","The Solomon H. Snyder Department of Neuroscience and Howard Hughes Medical Institute, The Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA. Electronic address: kolodkin@jhmi.edu.","Journal Article","[]","True","Alex","Robin","male",0.87,5856,"female",0.59,1628
27356,"Current opinion in neurobiology",2017,"Activity-dependent development of visual receptive fields.","Andrew","Thompson","Michael C","Crair","Department of Neurology, F.M. Kirby Neurobiology Center, Boston Children's Hospital, Harvard Medical School, 300 Longwood Avenue, Boston, MA 02115, USA.","Journal Article","['Alexandra', 'Chinfei']","True","Andrew","Michael","male",1,5168,"male",1,11094
27357,"Current opinion in neurobiology",2017,"Tuning neural circuits by turning the interneuron knob.","Nathalie","Dehorter","Benedikt","Berninger","Centre for Developmental Neurobiology, Institute of Psychiatry, Psychology and Neuroscience, King's College London, London SE1 1UL, United Kingdom.","Journal Article","['Nicolás', 'Oscar']","True","Nathalie","Benedikt","female",1,1096,"male",1,26
27991,"Current opinion in neurobiology",2017,"Dopaminergic rules of engagement for memory in Drosophila.","Karla R","Kaun","Adrian","Rothenfluh","Department of Neuroscience, Brown University, Providence, RI 02912, United States. Electronic address: karla_kaun@brown.edu.","Journal Article","[]","True","Karla","Adrian","female",1,1032,"male",0.97,1515
4259,"Current opinion in neurobiology",2010,"MicroRNA pathways in neural development and plasticity.","Ngan K","Vo","Richard H","Goodman","Vollum Institute, Oregon Health & Science University, Portland, OR 97239, USA. von@ohsu.edu","Journal Article","['Xiaolu A']","True","Ngan","Richard","female",0.92,24,"male",1,4381
4260,"Current opinion in neurobiology",2010,"Stem cells niches during development--lessons from the cerebral cortex.","Pia A","Johansson","Magdalena","Götz","Helmholtz Center Munich, German Research Center for Environmental Health, Institute for Stem Cell Research, Neuherberg/Munich, Germany.","Journal Article","['Silvia']","True","Pia","Magdalena","female",1,430,"female",1,411
7424,"Current opinion in neurobiology",2010,"The prevalence of epigenetic mechanisms in the regulation of cognitive functions and behaviour.","Tamara B","Franklin","Isabelle M","Mansuy","Brain Research Institute, University and ETH Zurich, Zurich, Switzerland.","Journal Article","[]","True","Tamara","Isabelle","female",1,999,"female",1,867
7425,"Current opinion in neurobiology",2010,"Neural computations underlying depth perception.","Akiyuki","Anzai","Gregory C","DeAngelis","Dept. of Brain and Cognitive Sciences, Center for Visual Science, University of Rochester, NY 14627, United States.","Journal Article","[]","True","Akiyuki","Gregory",NA,NA,NA,"male",1,721
12662,"Current opinion in neurobiology",2010,"Behind the scenes of auditory perception.","Shihab A","Shamma","Christophe","Micheyl","Department of Electrical and Computer Engineering & Institute for Systems Research, University of Maryland College Park, United States. sas@umd.edu","Journal Article","[]","True","Shihab","Christophe","male",1,7,"male",0.99,629
25947,"Current opinion in neurobiology",2010,"Joining the dots: from chromatin remodeling to neuronal plasticity.","Loredana","Zocchi","Paolo","Sassone-Corsi","Department of Pharmacology, School of Medicine, University of California-Irvine, Irvine CA 92697, USA.","Journal Article","[]","True","Loredana","Paolo","female",1,94,"male",0.99,781
25948,"Current opinion in neurobiology",2010,"Sexual differentiation and development of forebrain reproductive circuits.","Sheila J","Semaan","Alexander S","Kauffman","Department of Reproductive Medicine, University of California, San Diego, La Jolla, CA, USA.","Journal Article","[]","True","Sheila","Alexander","female",1,923,"male",1,1645
25949,"Current opinion in neurobiology",2010,"Neuron-astrocyte communication and synaptic plasticity.","Sónia","Paixão","Rüdiger","Klein","Department of Molecular Neurobiology, Max-Planck Institute of Neurobiology, Am Klopferspitz 18, 82152 Martinsried, Germany.","Journal Article","[]","True","Sónia","Rüdiger",NA,NA,NA,"male",1,16
25950,"Current opinion in neurobiology",2010,"Signaling in adult neurogenesis.","Yangling","Mu","Fred H","Gage","Laboratory of Genetics, The Salk Institute for Biological Studies, La Jolla, CA 92037, USA.","Journal Article","['Star W']","True","Yangling","Fred",NA,NA,NA,"male",0.98,966
25951,"Current opinion in neurobiology",2010,"Setting up presynaptic structures at specific positions.","Chan-Yen","Ou","Kang","Shen","Department of Biology, Howard Hughes Medical Institute, Stanford University, 385 Serra Mall, CA 94305, USA.","Journal Article","[]","True","Chan-Yen","Kang",NA,NA,NA,"male",0.79,80
25953,"Current opinion in neurobiology",2010,"Multisensory integration: resolving sensory ambiguities to build novel representations.","Andrea M","Green","Dora E","Angelaki","Dépt. de Physiologie, Université de Montréal, Québec, Canada. andrea.green@umontreal.ca <andrea.green@umontreal.ca>","Journal Article","[]","True","Andrea","Dora","female",0.79,5794,"female",0.99,277
3695,"Current opinion in neurobiology",2012,"Olfactory ecology and the processing of complex mixtures.","Jeffrey A","Riffell","","","University of Washington, Department of Biology, Seattle, WA 98195-1800, United States.","Journal Article","[]","True","Jeffrey","","male",1,932,NA,NA,NA
3696,"Current opinion in neurobiology",2012,"The role of neurexins and neuroligins in the formation, maturation, and function of vertebrate synapses.","Dilja D","Krueger","Nils","Brose","Department of Molecular Neurobiology, Max Planck Institute of Experimental Medicine, Hermann-Rein-Straße 3, 37075 Göttingen, Germany. krueger@em.mpg.de","Journal Article","['Liam P', 'Theofilos']","True","Dilja","Nils",NA,NA,NA,"male",0.99,149
3698,"Current opinion in neurobiology",2012,"Amygdala microcircuits mediating fear expression and extinction.","Denis","Pare","Sevil","Duvarci","Center for Molecular & Behavioral Neuroscience, Rutgers State University, Newark, NJ 07102, USA. pare@andromeda.rutgers.edu","Journal Article","[]","True","Denis","Sevil","male",0.93,577,"female",0.99,84
15087,"Current opinion in neurobiology",2012,"Bats use a neuronally implemented computational acoustic model to form sonar images.","James A","Simmons","","","Department of Neuroscience, Box GLN, Brown University, Providence, RI 02912, USA. james_simmons@brown.edu","Journal Article","[]","True","James","","male",0.99,6359,NA,NA,NA
18485,"Current opinion in neurobiology",2012,"Cellular and synaptic network defects in autism.","João","Peça","Guoping","Feng","McGovern Institute for Brain Research, Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.","Journal Article","[]","True","João","Guoping","male",1,156,NA,NA,NA
23797,"Current opinion in neurobiology",2012,"Physiological and circuit mechanisms of postural control.","Tatiana G","Deliagina","Grigori N","Orlovsky","Department of Neuroscience, Karolinska Institute, SE-17177 Stockholm, Sweden. Tatiana.Deliagina@ki.se","Journal Article","['Pavel V']","True","Tatiana","Grigori","female",0.99,706,NA,NA,NA
23799,"Current opinion in neurobiology",2012,"Dynamical changes in neurological diseases and anesthesia.","Michelle M","McCarthy","Nancy","Kopell","Department of Mathematics and Statistics, Boston University, Boston, MA 02215, United States.","Journal Article","['ShiNung', 'Miles A']","True","Michelle","Nancy","female",1,5658,"female",1,2716
4447,"Current opinion in neurobiology",2012,"Sound source perception in anuran amphibians.","Mark A","Bee","","","Department of Ecology, Evolution and Behavior, University of Minnesota, St. Paul, MN 55108, USA. mbee@umn.edu","Journal Article","[]","True","Mark","","male",1,6176,NA,NA,NA
18991,"Current opinion in neurobiology",2012,"Respiratory circuits: development, function and models.","Nicholas M","Mellen","Muriel","Thoby-Brisson","Department of Pediatrics, University of Louisville, School of Medicine, Louisville, KY 40202-3830, USA.","Journal Article","[]","True","Nicholas","Muriel","male",1,1176,"female",0.98,186
22763,"Current opinion in neurobiology",2012,"Identifying behavioral circuits in Drosophila melanogaster: moving targets in a flying insect.","Leslie C","Griffith","","","Department of Biology, National Center for Behavioral Genomics and Volen Center for Complex Systems, Brandeis University MS008, Waltham, MA 02454-9110, USA. griffith@brandeis.edu","Journal Article","[]","True","Leslie","","female",0.88,1173,NA,NA,NA
