"X","journal","year","title","fname_first","lname_first","fname_last","lname_last","affiliation","article_type","middle_authors","abstract","fname_first_trunc","fname_last_trunc","gender_first","p_first","n_first","gender_last","p_last","n_last"
17598,"Trends in neurosciences",2016,"Aged and Diseased Neurons Get Lost in Transport.","Anna","Tamburrino","Mickael","Decressac","Telethon Institute of Genetics and Medicine (TIGEM), Pozzuoli, Italy.","Journal Article","[]","True","Anna","Mickael","female",1,4755,"male",1,218
16513,"Trends in neurosciences",2011,"Supply and demand for endocannabinoids.","Bradley E","Alger","Jimok","Kim","Department of Physiology, University of Maryland School of Medicine, 655 West Baltimore Street, Baltimore, MD 21201, USA. balgerlab@gmail.com","Journal Article","[]","True","Bradley","Jimok","male",1,394,NA,NA,NA
21215,"Trends in neurosciences",2014,"A matter of trial and error for motor learning.","Dominique L","Pritchett","Megan R","Carey","Champalimaud Neuroscience Programme, Champalimaud Centre for the Unknown, Lisbon, Portugal.","Comment","[]","True","Dominique","Megan","female",0.69,689,"female",1,2639
21216,"Trends in neurosciences",2014,"Basal ganglia: racing to say no.","Imran","Noorani","R H S","Carpenter","Department of Physiology, Development and Neuroscience, University of Cambridge, Cambridge, UK. Electronic address: Imran.noorani@cantab.net.","Journal Article","[]","True","Imran","R","male",0.99,264,"male",0.79,42
21218,"Trends in neurosciences",2014,"Control of neural circuit formation by leucine-rich repeat proteins.","Joris","de Wit","Anirvan","Ghosh","VIB Center for the Biology of Disease, 3000 Leuven, Belgium; KU Leuven, Center for Human Genetics, 3000 Leuven, Belgium. Electronic address: joris.dewit@cme.vib-kuleuven.be.","Journal Article","[]","True","Joris","Anirvan","male",1,52,NA,NA,NA
2001,"Trends in neurosciences",2015,"Questioning the role of sparse coding in the brain.","Anton","Spanne","Henrik","Jörntell","Neural Basis of Sensorimotor Control, Department of Experimental Medical Science, Biomedical Center F10, Tornavägen 10, 221 84 Lund, Sweden.","Journal Article","[]","True","Anton","Henrik","male",1,537,"male",1,353
2003,"Trends in neurosciences",2015,"The surprising temporal specificity of direct-current stimulation.","Robert M G","Reinhart","Geoffrey F","Woodman","Department of Psychology, Center for Integrative and Cognitive Neuroscience, Vanderbilt Vision Research Center, Vanderbilt University, Nashville, TN 37240, USA.","Journal Article","[]","True","Robert","Geoffrey","male",1,5222,"male",1,262
8014,"Trends in neurosciences",2015,"Checks and balances on cholinergic signaling in brain and body function.","Hermona","Soreq","","","Edmond and Lily Safra Center for Brain Sciences, The Hebrew University of Jerusalem, Edmond J. Safra Campus, Jerusalem 91904, Israel; Department of Biological Chemistry, The Hebrew University of Jerusalem, Edmond J. Safra Campus, Jerusalem 91904, Israel. Electronic address: hermona.soreq@mail.huji.ac.il.","Journal Article","[]","True","Hermona","",NA,NA,NA,NA,NA,NA
8016,"Trends in neurosciences",2015,"Regulation of dendrite morphogenesis by extrinsic cues.","Pamela","Valnegri","Azad","Bonni","Department of Anatomy and Neurobiology, Washington University in St Louis School of Medicine, St Louis, MO 63110, USA; Department of Neurobiology, Harvard Medical School, Boston, MA 02115, USA.","Journal Article","['Sidharth V']","True","Pamela","Azad","female",1,1468,"male",1,22
8017,"Trends in neurosciences",2015,"The ubiquitous nature of multivesicular release.","Stephanie","Rudolph","Jacques I","Wadiche","Department of Neurobiology and Evelyn McKnight Brain Institute, University of Alabama at Birmingham, Birmingham, AL 35294, USA. Electronic address: stephanie_rudolph@hms.harvard.edu.","Journal Article","['Ming-Chi', 'Henrique']","True","Stephanie","Jacques","female",1,4114,"male",0.99,280
24137,"Trends in neurosciences",2015,"Attention: the claustrum.","Yael","Goll","Ami","Citri","Department of Biological Chemistry, Institute of Life Sciences, Faculty of Natural Sciences, The Hebrew University, Jerusalem, Israel.","Journal Article","['Gal']","True","Yael","Ami","female",0.94,118,"female",0.86,122
7460,"Trends in neurosciences",2017,"NKCC1 Chloride Importer Antagonists Attenuate Many Neurological and Psychiatric Disorders.","Yehezkel","Ben-Ari","","","New INMED, Aix-Marseille University, Campus Scientifique de Luminy, Marseilles, France. Electronic address: ben-ari@inmed.univ-mrs.fr.","Journal Article","[]","True","Yehezkel","",NA,NA,NA,NA,NA,NA
12625,"Trends in neurosciences",2017,"Stress and Seizures: Space, Time and Hippocampal Circuits.","B G","Gunn","T Z","Baram","Department of Pediatrics, University of California, Irvine, CA, USA.","Journal Article","[]","True","B","T","male",0.65,40,"male",0.88,73
18437,"Trends in neurosciences",2008,"Neuroglia: the 150 years after.","Helmut","Kettenmann","Alexei","Verkhratsky","Max-Delbrück-Center for Molecular Medicine, Robert-Rössle-Strasse 10, 13122 Berlin-Buch, Germany.","Historical Article","[]","False","Helmut","Alexei","male",1,51,"male",1,29
24188,"Trends in neurosciences",2008,"Neuro-archaeology: pre-symptomatic architecture and signature of neurological disorders.","Yehezkel","Ben-Ari","","","Institute of Neurobiology of the Mediterranean Sea (INMED), Institut national de la santé et de la recherche médicale (INSERM), Campus Scientifique de Luminy, Route de Luminy, Marseille 13263 Cedex, France. ben-ari@inmed.univ-mrs.fr","Journal Article","[]","True","Yehezkel","",NA,NA,NA,NA,NA,NA
24190,"Trends in neurosciences",2008,"Mutant huntingtin and mitochondrial dysfunction.","Ella","Bossy-Wetzel","Andrew B","Knott","University of Central Florida, Burnett School of Biomedical Sciences, College of Medicine, 4000 Central Florida Boulevard, Orlando, FL 32816, USA. ebossywe@mail.ucf.edu","Journal Article","['Alejandra']","True","Ella","Andrew","female",0.99,303,"male",1,5168
24834,"Trends in neurosciences",2008,"A model of the olivo-cerebellar system as a temporal pattern generator.","Gilad A","Jacobson","Yosef","Yarom","Department of Neurobiology, Life Science Institute and the Interdisciplinary Centre for Neural Computation, Hebrew University, Jerusalem 91904, Israel.","Journal Article","['Dan']","True","Gilad","Yosef","male",1,21,"male",1,18
24835,"Trends in neurosciences",2008,"Genetic epidemiology: the use of old and new tools for multiple sclerosis.","Sreeram V","Ramagopalan","George C","Ebers","Wellcome Trust Centre for Human Genetics and Department of Clinical Neurology, University of Oxford, Roosevelt Drive, Headington, Oxford, OX3 7BN, UK.","Journal Article","['David A']","True","Sreeram","George","male",1,1,"male",0.99,2098
1790,"Trends in neurosciences",2009,"Trophic functions of nucleotides in the central nervous system.","Joseph T","Neary","Herbert","Zimmermann","Department of Pathology, Biochemistry and Molecular Biology, University of Miami Miller School of Medicine, Miami, FL 33125, USA.","Journal Article","[]","True","Joseph","Herbert","male",0.99,2213,"male",1,91
5191,"Trends in neurosciences",2009,"Hot flash: TRPV channels in the brain.","Julie A","Kauer","Helen E","Gibson","Brown University, Department of Molecular Pharmacology, Physiology and Biotechnology, Providence, RI 02912, USA. julie_kauer@brown.edu","Journal Article","[]","True","Julie","Helen","female",1,4260,"female",0.99,2201
17529,"Trends in neurosciences",2009,"Variability in the subcellular distribution of ion channels increases neuronal diversity.","Zoltan","Nusser","","","Laboratory of Cellular Neurophysiology, Institute of Experimental Medicine, Hungarian Academy of Sciences, 1083 Budapest, Hungary. nusser@koki.hu","Journal Article","[]","True","Zoltan","","male",1,38,NA,NA,NA
24879,"Trends in neurosciences",2009,"MRI in small brains displaying extensive plasticity.","Annemie","Van der Linden","Jacques","Balthazart","Bio-Imaging Lab, University of Antwerp, B-2020 Antwerp, Belgium. annemie.vanderlinden@ua.ac.be","Journal Article","['Vincent', 'Tiny', 'Colline']","True","Annemie","Jacques","female",1,17,"male",0.99,280
24880,"Trends in neurosciences",2009,"Friends and foes in synaptic transmission: the role of tomosyn in vesicle priming.","Uri","Ashery","Ofer","Yizhar","Department of Neurobiology, Faculty of Life Sciences, Tel Aviv University, Tel Aviv 69978, Israel. uria@post.tau.ac.il","Journal Article","['Noa', 'Boaz']","True","Uri","Ofer","male",0.86,28,"male",0.94,17
24882,"Trends in neurosciences",2009,"Calcium homeostasis, selective vulnerability and Parkinson's disease.","C Savio","Chan","D James","Surmeier","Department of Physiology, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA.","Journal Article","['Tracy S']","True","Savio","James","male",1,36,"male",0.99,6359
10618,"Trends in neurosciences",2011,"Origins of landmark encoding in the brain.","Ryan M","Yoder","Jeffrey S","Taube","Department of Psychological and Brain Sciences, Center for Cognitive Neuroscience, Dartmouth College, Hanover, NH 03755, USA.","Journal Article","['Benjamin J']","True","Ryan","Jeffrey","male",0.99,4755,"male",1,932
26561,"Trends in neurosciences",2011,"Death receptor signalling in central nervous system inflammation and demyelination.","Conor","Mc Guire","Geert","van Loo","Department for Molecular Biomedical Research, Unit of Molecular Signal Transduction in Inflammation, VIB, B-9052 Ghent, Belgium.","Journal Article","['Rudi']","True","Conor","Geert","male",0.97,258,"male",1,40
11586,"Trends in neurosciences",2012,"Speed control: cogs and gears that drive the circadian clock.","Xiangzhong","Zheng","Amita","Sehgal","Department of Neuroscience, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104, USA.","Journal Article","[]","True","Xiangzhong","Amita",NA,NA,NA,"female",1,51
12830,"Trends in neurosciences",2012,"TNFα in synaptic function: switching gears.","Mirko","Santello","Andrea","Volterra","Department of Cell Biology and Morphology, University of Lausanne, Rue du Bugnon 9, 1005 Lausanne, Switzerland.","Journal Article","[]","True","Mirko","Andrea","male",1,164,"female",0.79,5794
22722,"Trends in neurosciences",2012,"Pain-related changes in the brain: diagnostic and therapeutic potentials.","Carl Y","Saab","","","Department of Neurosurgery, Rhode Island Hospital, Brown University, Providence, RI 02903, USA. carl_saab@brown.edu","Journal Article","[]","True","Carl","","male",1,929,NA,NA,NA
3085,"Trends in neurosciences",2016,"'Emotional Intelligence': Lessons from Lesions.","J","Hogeveen","J","Grafman","MIND Institute, University of California-Davis, Sacramento, CA, USA; Department of Psychiatry & Behavioral Sciences, University of California-Davis, Sacramento, CA, USA. Electronic address: hogeveen@ucdavis.edu.","Journal Article","['C']","True","J","J","male",0.83,122,"male",0.83,122
7719,"Trends in neurosciences",2010,"Ryks: new partners for Wnts in the developing and regenerating nervous system.","Lee G","Fradkin","Jasprina N","Noordermeer","Department of Molecular Cell Biology, Leiden University Medical Center, 2300 RC Leiden, The Netherlands. L.G.Fradkin@lumc.nl","Journal Article","['Jean-Maurice']","True","Lee","Jasprina","male",0.75,2089,NA,NA,NA
8305,"Trends in neurosciences",2010,"The prairie vole: an emerging model organism for understanding the social brain.","Lisa A","McGraw","Larry J","Young","Center for Behavioral Neuroscience, Yerkes National Primate Research Center, Emory University, Atlanta, GA 30329, USA. lamcgraw@gmail.com","Journal Article","[]","True","Lisa","Larry","female",1,6394,"male",1,972
23845,"Trends in neurosciences",2010,"Non-junction functions of pannexin-1 channels.","Brian A","MacVicar","Roger J","Thompson","Brain Research Centre, Department of Psychiatry, University of British Columbia, Vancouver, BC, Canada.","Journal Article","[]","True","Brian","Roger","male",1,4600,"male",1,1220
22157,"Trends in neurosciences",2013,"Control of neuronal voltage-gated calcium ion channels from RNA to protein.","Diane","Lipscombe","Cecilia P","Toro","Department of Neuroscience, Brown University, Providence, RI 02912, USA. Electronic address: Diane_Lipscombe@brown.edu.","Journal Article","['Summer E']","True","Diane","Cecilia","female",0.99,1649,"female",0.99,1101
14325,"Trends in neurosciences",2013,"Neurons as targets for T cells in the nervous system.","Roland S","Liblau","Frauke","Zipp","Institut National de la Santé et de la Recherche Médicale, U1043, Toulouse, France. roland.liblau@inserm.fr","Journal Article","['Daniel', 'Heinz']","True","Roland","Frauke","male",1,255,"female",1,25
21387,"Trends in neurosciences",2013,"Integration of guidance cues: parallel signaling and crosstalk.","Irina","Dudanova","Rüdiger","Klein","Department Molecules-Signaling-Development, Max Planck Institute of Neurobiology, Martinsried D-82152, Germany. idudanova@neuro.mpg.de","Journal Article","[]","True","Irina","Rüdiger","female",0.99,295,"male",1,16
19184,"Trends in neurosciences",2008,"Posttranscriptional control of neuronal development by microRNA networks.","Fen-Biao","Gao","","","Gladstone Institute of Neurological Disease, Department of Neurology, Neuroscience Graduate Program, University of California, 1650 Owens Street, San Francisco, CA 94158, USA. fgao@gladstone.ucsf.edu","Journal Article","[]","True","Fen-Biao","",NA,NA,NA,NA,NA,NA
19547,"Trends in neurosciences",2008,"Calcium dynamics: analyzing the Ca2+ regulatory network in intact cells.","David D","Friel","Hillel J","Chiel","Department of Neurosciences, Case Western Reserve University, 10900 Euclid Avenue, Cleveland, OH 44106-4975, USA. david.friel@case.edu","Journal Article","[]","True","David","Hillel","male",1,12593,"male",1,39
19548,"Trends in neurosciences",2008,"Water movements in the brain: role of aquaporins.","Matthew J","Tait","Marios C","Papadopoulos","Academic Neurosurgery Unit, St. George's University of London, Cranmer Terrace, Tooting, London SW17 0RE, UK.","Journal Article","['Samira', 'B Anthony']","True","Matthew","Marios","male",1,3338,"male",1,44
19549,"Trends in neurosciences",2008,"Melanopsin: an exciting photopigment.","Mark W","Hankins","Russell G","Foster","Circadian and Visual Neuroscience Group, Nuffield Laboratory of Ophthalmology, University of Oxford, Wellcome Trust Centre for Human Genetics, Roosevelt Drive, Oxford OX3 7BN, UK. mark.hankins@eye.ox.ac.uk","Journal Article","['Stuart N']","True","Mark","Russell","male",1,6176,"male",1,513
27832,"Trends in neurosciences",2008,"A 'GAG' reflex prevents repair of the damaged CNS.","Larry S","Sherman","Stephen A","Back","Division of Neuroscience, Oregon National Primate Research Center, Oregon Health & Science University, Beaverton, OR 97006, USA. shermanl@ohsu.edu","Journal Article","[]","True","Larry","Stephen","male",1,972,"male",1,2608
27833,"Trends in neurosciences",2008,"The coming out of the brain mineralocorticoid receptor.","Marian","Joëls","E Ronald","de Kloet","SILS-CNS, University of Amsterdam, 1098 SM Amsterdam, The Netherlands. joels@science.uva.nl","Journal Article","['Henk', 'Roel']","True","Marian","Ronald","female",0.82,404,"male",1,755
2999,"Trends in neurosciences",2011,"Experience-dependent structural plasticity in the cortex.","Min","Fu","Yi","Zuo","Department of Molecular, Cell and Developmental Biology, University of California Santa Cruz, Santa Cruz, CA 95064, USA.","Journal Article","[]","True","Min","Yi","female",0.8,127,"female",0.56,68
3598,"Trends in neurosciences",2011,"Mechanisms for complexity in the brain: generating the insect central complex.","George S","Boyan","Heinrich","Reichert","Biocenter, University of Munich, Grosshadernerstrasse 2, 82152 Martinsried, Germany.","Journal Article","[]","True","George","Heinrich","male",0.99,2098,"male",1,14
23426,"Trends in neurosciences",2011,"Toll-like receptor signaling in neural plasticity and disease.","Eitan","Okun","Mark P","Mattson","Laboratory of Neurosciences, National Institute on Aging Intramural Research Program, Biomedical Research Center, Baltimore, MD 21224, USA.","Journal Article","['Kathleen J']","True","Eitan","Mark","male",1,10,"male",1,6176
24623,"Trends in neurosciences",2011,"Routes, destinations and delays: recent advances in AMPA receptor trafficking.","Jeremy M","Henley","Oleg O","Glebov","MRC Centre for Synaptic Plasticity, School of Biochemistry, University of Bristol, University Walk, Bristol, UK, BS8 1TD. j.m.henley@bristol.ac.uk","Journal Article","['Ellen A']","True","Jeremy","Oleg","male",0.99,1840,"male",0.99,86
5661,"Trends in neurosciences",2015,"Manipulating cell fate in the cochlea: a feasible therapy for hearing loss.","Masato","Fujioka","Albert S B","Edge","Department of Otorhinolaryngology, Head and Neck Surgery, Keio University School of Medicine, Tokyo, Japan.","Journal Article","['Hideyuki']","True","Masato","Albert","male",1,10,"male",0.99,723
12849,"Trends in neurosciences",2015,"The developmental origins of spatial navigation: are we headed in the right direction?","Mark S","Blumberg","","","Departments of Psychology and Biology, The University of Iowa, Iowa City, IA 52242, USA. Electronic address: mark-blumberg@uiowa.edu.","Journal Article","[]","True","Mark","","male",1,6176,NA,NA,NA
5892,"Trends in neurosciences",2007,"The TASK background K2P channels: chemo- and nutrient sensors.","Fabrice","Duprat","Eric","Honoré","Institut de Pharmacologie Moléculaire et Cellulaire, Université de Nice-Sophia Antipolis, UMR CNRS 6097, Valbonne, France.","Journal Article","['Inger', 'Amanda']","True","Fabrice","Eric","male",1,236,"male",1,4110
10755,"Trends in neurosciences",2007,"From genes to pain: Na v 1.7 and human pain disorders.","Sulayman D","Dib-Hajj","Stephen G","Waxman","Department of Neurology, Yale University School of Medicine, New Haven, CT 06510, USA.","Journal Article","['Theodore R', 'Joel A']","True","Sulayman","Stephen","male",1,2,"male",1,2608
11200,"Trends in neurosciences",2007,"Neuronal 'On' and 'Off' signals control microglia.","Knut","Biber","Hendrikus W G M","Boddeke","Department of Medical Physiology, University Medical Center Groningen (UMCG), University of Groningen, Groningen, The Netherlands. k.p.h.biber@med.umcg.nl","Journal Article","['Harald', 'Kazuhide']","True","Knut","Hendrikus","male",1,71,"male",1,2
11201,"Trends in neurosciences",2007,"The ubiquitin-proteasome pathway in health and disease of the nervous system.","Ashok N","Hegde","Sudarshan C","Upadhya","Department of Neurobiology and Anatomy, Wake Forest University Health Sciences, Medical Center Boulevard, Winston-Salem, NC 27157, USA. ahegde@wfubmc.edu","Journal Article","[]","True","Ashok","Sudarshan","male",1,130,"male",1,10
16689,"Trends in neurosciences",2007,"Munc18-1 in secretion: lonely Munc joins SNARE team and takes control.","Ruud F G","Toonen","Matthijs","Verhage","Department of Functional Genomics, Center for Neurogenomics and Cognitive Research, Vrije Universiteit Amsterdam, De Boelelaan 1087, Amsterdam, The Netherlands.","Journal Article","[]","True","Ruud","Matthijs","male",0.92,12,"male",1,12
19000,"Trends in neurosciences",2007,"Phosphatase PTEN in neuronal injury and brain disorders.","Ning","Chang","Qi","Wan","Division of Fundamental Neurobiology, Toronto Western Research Institute, University Health Network, Toronto, Ontario, Canada.","Journal Article","['Youssef H', 'Everlyne']","True","Ning","Qi","female",0.8,45,"male",0.6,30
15697,"Trends in neurosciences",2011,"Neurobiology of the incubation of drug craving.","Charles L","Pickens","Yavin","Shaham","Intramural Research Program, National Institute on Drug Addiction (NIDA), National Institute of Health (NIH), 251 Bayview Blvd, Baltimore, MD 21224, USA.","Journal Article","['Mikko', 'Florence', 'Sanya', 'Bruce T']","True","Charles","Yavin","male",1,1798,NA,NA,NA
25761,"Trends in neurosciences",2011,"Emerging roles for cholesterol in Huntington's disease.","Marta","Valenza","Elena","Cattaneo","Department of Pharmacological Sciences and Centre for Stem Cell Research, Università degli Studi di Milano, Milan, Italy.","Journal Article","[]","True","Marta","Elena","female",1,1408,"female",1,1645
9428,"Trends in neurosciences",2012,"Nerve dependence in tissue, organ, and appendage regeneration.","Anoop","Kumar","Jeremy P","Brockes","Institute of Structural and Molecular Biology, Division of Life Sciences, University College London, Darwin Building, Gower Street, London WC1E 6BT, UK.","Journal Article","[]","True","Anoop","Jeremy","male",1,44,"male",0.99,1840
19389,"Trends in neurosciences",2012,"Disconnection and reconnection: the morphological basis of (mal)adaptation to stress.","Nuno","Sousa","Osborne F X","Almeida","Life and Health Science Research Institute, School of Health Sciences, University of Minho, Braga, Portugal. njcsousa@ecsaude.uminho.pt","Journal Article","[]","True","Nuno","Osborne","male",1,198,"male",1,19
5467,"Trends in neurosciences",2009,"Tissue-type plasminogen activator in the ischemic brain: more than a thrombolytic.","Manuel","Yepes","Denis","Vivien","Department of Neurology and Center for Neurodegenerative Disease, Emory University School of Medicine, Atlanta, GA 30322, USA.","Journal Article","['Benoit D', 'Carine']","True","Manuel","Denis","male",1,1954,"male",0.93,577
19023,"Trends in neurosciences",2009,"Timing and plasticity in the cerebellum: focus on the granular layer.","Egidio","D'Angelo","Chris I","De Zeeuw","Department of Cellular and Molecular Physiological and Pharmacological Sciences, University of Pavia and CNISM, Via Forlanini 6, I-27100 Pavia, Italy. dangelo@unipv.it","Journal Article","[]","True","Egidio","Chris","male",1,36,"male",0.93,8631
19025,"Trends in neurosciences",2009,"Spinal cord injury: plasticity, regeneration and the challenge of translational drug development.","Armin","Blesch","Mark H","Tuszynski","Department of Neurosciences-0626, University of California, San Diego, La Jolla, CA 92093, USA.","Journal Article","[]","True","Armin","Mark","male",0.99,131,"male",1,6176
28029,"Trends in neurosciences",2009,"The dopaminergic hypothesis of attention-deficit/hyperactivity disorder needs re-examining.","Francois","Gonon","","","University of Bordeaux, Centre National de la Recherche Scientifique UMR 5227, 146 rue Leo Saignat, Bordeaux, F-33076, France. francois.gonon@u-bordeaux2.fr","Journal Article","[]","True","Francois","","male",1,290,NA,NA,NA
28031,"Trends in neurosciences",2009,"The hidden island of addiction: the insula.","Nasir H","Naqvi","Antoine","Bechara","Department of Psychiatry, Columbia University and New York State Psychiatric Institute, New York, NY 1032, USA.","Journal Article","[]","True","Nasir","Antoine","male",1,59,"male",1,411
18766,"Trends in neurosciences",2009,"Alterations of the microRNA network cause neurodegenerative disease.","Sébastien S","Hébert","Bart","De Strooper","Center for Human Genetics, K.U. Leuven, Herestraat 49 bus 602, B-3000 Leuven, Belgium.","Journal Article","[]","True","Sébastien","Bart","male",1,689,"male",0.99,242
18767,"Trends in neurosciences",2009,"Enrich the environment to empower the brain.","Alessandro","Sale","Lamberto","Maffei","Laboratory of Neurobiology, Scuola Normale Superiore, I-56100, Pisa, Italy. sale@sns.it","Journal Article","['Nicoletta']","True","Alessandro","Lamberto","male",1,1025,"male",1,11
19413,"Trends in neurosciences",2009,"Psychedelics and schizophrenia.","Javier","González-Maeso","Stuart C","Sealfon","Department of Psychiatry, Mount Sinai School of Medicine, New York, NY 10029, USA.","Journal Article","[]","True","Javier","Stuart","male",1,1975,"male",0.99,759
1512,"Trends in neurosciences",2013,"Neuronal circuits that regulate feeding behavior and metabolism.","Jong-Woo","Sohn","Kevin W","Williams","Division of Hypothalamic Research, Department of Internal Medicine, The University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA.","Journal Article","['Joel K']","True","Jong-Woo","Kevin",NA,NA,NA,"male",1,5362
565,"Trends in neurosciences",2013,"Resting brains never rest: computational insights into potential cognitive architectures.","Gustavo","Deco","Anthony R","McIntosh","Center for Brain and Cognition, Computational Neuroscience Group, Department of Information and Communication Technologies, Universitat Pompeu Fabra, Roc Boronat 138, Barcelona, 08018, Spain. gustavo.deco@upf.edu","Journal Article","['Viktor K']","True","Gustavo","Anthony","male",1,1161,"male",1,3029
20178,"Trends in neurosciences",2013,"Dissecting the diversity of midbrain dopamine neurons.","Jochen","Roeper","","","Institute of Neurophysiology, Neuroscience Center, Goethe-University, Frankfurt, Germany. roeper@em.uni-franfurt.de","Journal Article","[]","True","Jochen","","male",1,32,NA,NA,NA
20179,"Trends in neurosciences",2013,"Why size matters - balancing mitochondrial dynamics in Alzheimer's disease.","Brian","DuBoff","Jürgen","Götz","Brigham and Women's Hospital and Harvard Medical School, Department of Pathology, Brigham and Women's Hospital, Harvard New Research Building, Room 630, 77 Avenue Louis Pasteur, Boston, MA 02115, USA.","Journal Article","['Mel']","True","Brian","Jürgen","male",1,4600,"male",1,48
3195,"Trends in neurosciences",2005,"Stem cells for the treatment of myelin loss.","Hans S","Keirstead","","","Reeve-Irvine Research Center, Department of Anatomy & Neurobiology, School of Medicine, 2111 Gillespie Neuroscience Research Facility, University of California at Irvine, Irvine, CA 92697-4292, USA. hansk@uci.edu","Journal Article","[]","True","Hans","","male",0.99,431,NA,NA,NA
3797,"Trends in neurosciences",2005,"A neuroendocrine mechanism for sustaining fear.","Jay","Schulkin","Jeffrey B","Rosen","Department of Physiology and Biophysics, Georgetown University, Washington, DC 20007, USA. jschulkin@acog.org","Journal Article","['Maria A']","True","Jay","Jeffrey","male",0.9,1882,"male",1,932
5740,"Trends in neurosciences",2005,"Molecular basis of programmed cell death involved in neurodegeneration.","Slavica","Krantic","Rémi","Quirion","Institut de Neurobiologie de la Méditerranée (INMED), Institut National de la Santé et de la Recherche Médicale (INSERM), Parc Scientifique Luminy, BP13, 13 273 Marseille, France. krantic@inmed.univ.mrs.fr","Journal Article","['Naguib', 'Stéphanie']","True","Slavica","Rémi","female",1,22,"male",0.98,142
5741,"Trends in neurosciences",2005,"Sounds do-able: auditory-motor transformations and the posterior temporal plane.","Jane E","Warren","Jason D","Warren","Division of Neuroscience and Mental Health, Imperial College London, London W12 0NN, UK. warren@dementia.ion.ucl.ac.uk","Journal Article","['Richard J S']","True","Jane","Jason","female",0.99,1796,"male",1,4927
4097,"Trends in neurosciences",2011,"Is adult neurogenesis essential for olfaction?","Françoise","Lazarini","Pierre-Marie","Lledo","Institut Pasteur, Laboratory for Perception and Memory, 75015 Paris, France.","Journal Article","[]","True","Françoise","Pierre-Marie","female",1,186,"male",1,39
5542,"Trends in neurosciences",2016,"The Anatomy of Non-conscious Recognition Memory.","Clive R","Rosenthal","David","Soto","Nuffield Department of Clinical Neuroscience, University of Oxford, Oxford, OX3 9DU, UK. Electronic address: clive.rosenthal@clneuro.ox.ac.uk.","Journal Article","[]","True","Clive","David","male",1,152,"male",1,12593
22285,"Trends in neurosciences",2016,"The Cerebellar Mossy Fiber Synapse as a Model for High-Frequency Transmission in the Mammalian CNS.","Igor","Delvendahl","Stefan","Hallermann","Carl-Ludwig-Institute for Physiology, Medical Faculty, University of Leipzig, Liebigstrasse 27, 04103 Leipzig, Germany.","Journal Article","[]","True","Igor","Stefan","male",1,345,"male",1,917
26858,"Trends in neurosciences",2016,"α-Synuclein-Based Animal Models of Parkinson's Disease: Challenges and Opportunities in a New Era.","Naomi P","Visanji","Anthony E","Lang","Morton and Gloria Shulman Movement Disorders Centre and the Edmond J Safra Program in Parkinson's Disease, Toronto Western Hospital, Toronto, ONT, Canada. Electronic address: naomi.visanji@uhnresearch.ca.","Journal Article","['Jonathan M', 'Lorraine V', 'James B', 'Anurag', 'Joel C']","True","Naomi","Anthony","female",0.99,498,"male",1,3029
172,"Trends in neurosciences",2010,"Molecular layers underlying cytoskeletal remodelling during cortical development.","Julian Ik-Tsen","Heng","Laurent","Nguyen","Florey Neuroscience Institutes, The University of Melbourne, Parkville, VIC 3010, Melbourne, Australia. julian.heng@florey.edu.au","Journal Article","['Alain']","True","Ik-Tsen","Laurent",NA,NA,NA,"male",0.99,571
11227,"Trends in neurosciences",2014,"Stuck in traffic: an emerging theme in diseases of the nervous system.","Jacques","Neefjes","Rik","van der Kant","Division of Cell Biology, Netherlands Cancer Institute, 1066CX Amsterdam, The Netherlands. Electronic address: j.neefjes@nki.nl.","Journal Article","[]","True","Jacques","Rik","male",0.99,280,"male",1,41
8339,"Trends in neurosciences",2011,"Angelman syndrome: insights into genomic imprinting and neurodevelopmental phenotypes.","Angela M","Mabb","Benjamin D","Philpot","Department of Cell and Molecular Physiology, UNC Neuroscience Center, University of North Carolina, Chapel Hill, NC 27599, USA.","Journal Article","['Matthew C', 'Mark J']","True","Angela","Benjamin","female",1,3511,"male",1,1475
11956,"Trends in neurosciences",2011,"Presynaptic function in health and disease.","Clarissa L","Waites","Craig C","Garner","Department of Psychiatry and Behavioral Sciences, Nancy Pritzker Laboratory, Stanford University School of Medicine, 1201 Welch Rd. Palo Alto, CA 94304-5485, USA.","Journal Article","[]","True","Clarissa","Craig","female",1,173,"male",1,1816
4247,"Trends in neurosciences",2016,"Activity-Dependent and Experience-Driven Myelination Provide New Directions for the Management of Multiple Sclerosis.","Samuel K","Jensen","V Wee","Yong","Hotchkiss Brain Institute and the Department of Clinical Neurosciences, University of Calgary, Calgary, Alberta T2N 4N1, Canada.","Journal Article","[]","True","Samuel","Wee","male",1,1409,"male",0.9,41
19926,"Trends in neurosciences",2016,"NMDA Receptor Internalization by Autoantibodies: A Reversible Mechanism Underlying Psychosis?","Joseph C","Masdeu","Karen F","Berman","Houston Methodist Neurological Institute and Department of Neurology, Weill Cornell Medical College, Houston, TX 77030, USA. Electronic address: jcmasdeu@houstonmethodist.org.","Review","['Josep']","True","Joseph","Karen","male",0.99,2213,"female",1,5462
